20210325,20MICRONS,EQ,187328,39339,21.00
20210325,21STCENMGM,EQ,20338,16714,82.18
20210325,3IINFOTECH,EQ,13440993,7524305,55.98
20210325,3MINDIA,EQ,7040,4508,64.03
20210325,3PLAND,EQ,1890,1647,87.14
20210325,5PAISA,EQ,25080,13849,55.22
20210325,63MOONS,EQ,102730,73674,71.72
20210325,A2ZINFRA,EQ,433040,333885,77.10
20210325,AARON,EQ,884,479,54.19
20210325,AARTIDRUGS,EQ,828480,218734,26.40
20210325,AARTIIND,EQ,1124256,138571,12.33
20210325,AARTISURF,EQ,8973,5165,57.56
20210325,AARVEEDEN,EQ,9897,4482,45.29
20210325,AARVI,EQ,5874,5657,96.31
20210325,AAVAS,EQ,235439,198441,84.29
20210325,ABAN,EQ,132245,81659,61.75
20210325,ABB,EQ,88150,35956,40.79
20210325,ABBOTINDIA,EQ,23134,12325,53.28
20210325,ABCAPITAL,EQ,4392651,1303385,29.67
20210325,ABFRL,EQ,1957147,604951,30.91
20210325,ABMINTLTD,EQ,164,134,81.71
20210325,ABSLBANETF,EQ,6521,3017,46.27
20210325,ABSLNN50ET,EQ,264,251,95.08
20210325,ACC,EQ,981995,290311,29.56
20210325,ACCELYA,EQ,5562,2607,46.87
20210325,ACCURACY,EQ,3670,3119,84.99
20210325,ACE,EQ,524150,332657,63.47
20210325,ACRYSIL,EQ,140855,95924,68.10
20210325,ADANIENT,EQ,13139164,1278976,9.73
20210325,ADANIGREEN,EQ,436451,275100,63.03
20210325,ADANIPORTS,EQ,16860086,2498300,14.82
20210325,ADANIPOWER,EQ,48575495,20633459,42.48
20210325,ADANITRANS,EQ,1218113,647915,53.19
20210325,ADFFOODS,EQ,43678,19697,45.10
20210325,ADHUNIKIND,EQ,11023,9277,84.16
20210325,ADORWELD,EQ,22845,17018,74.49
20210325,ADSL,EQ,190591,103820,54.47
20210325,ADVANIHOTR,EQ,24067,15498,64.40
20210325,ADVENZYMES,EQ,213435,112942,52.92
20210325,AEGISCHEM,EQ,261064,147631,56.55
20210325,AFFLE,EQ,101034,52258,51.72
20210325,AGCNET,EQ,12318,9204,74.72
20210325,AGRITECH,EQ,4023,2737,68.03
20210325,AGROPHOS,EQ,67888,49786,73.34
20210325,AHLADA,EQ,15762,14623,92.77
20210325,AHLEAST,EQ,1922,1558,81.06
20210325,AHLUCONT,EQ,70384,46039,65.41
20210325,AHLWEST,EQ,4221,1949,46.17
20210325,AIAENG,EQ,127163,98473,77.44
20210325,AIRAN,EQ,95337,74066,77.69
20210325,AJANTPHARM,EQ,115021,79593,69.20
20210325,AJMERA,EQ,95413,45998,48.21
20210325,AKASH,EQ,87454,81878,93.62
20210325,AKG,EQ,292,292,100.00
20210325,AKSHARCHEM,EQ,10189,7435,72.97
20210325,AKSHOPTFBR,EQ,478131,319842,66.89
20210325,AKZOINDIA,EQ,25055,21084,84.15
20210325,ALANKIT,EQ,61626,46284,75.10
20210325,ALBERTDAVD,EQ,8923,6608,74.06
20210325,ALEMBICLTD,EQ,1823970,453782,24.88
20210325,ALICON,EQ,12225,6191,50.64
20210325,ALKALI,EQ,9926,6880,69.31
20210325,ALKEM,EQ,476707,68636,14.40
20210325,ALKYLAMINE,EQ,79432,27810,35.01
20210325,ALLCARGO,EQ,196514,143846,73.20
20210325,ALLSEC,EQ,8107,3848,47.47
20210325,ALMONDZ,EQ,9263,6644,71.73
20210325,ALOKINDS,EQ,7966828,4761416,59.77
20210325,ALPA,EQ,28659,18446,64.36
20210325,ALPHAGEO,EQ,13403,9521,71.04
20210325,AMARAJABAT,EQ,680694,144354,21.21
20210325,AMBER,EQ,156430,95263,60.90
20210325,AMBIKCO,EQ,31863,18994,59.61
20210325,AMBUJACEM,EQ,6506272,1866715,28.69
20210325,AMJLAND,EQ,5360,3870,72.20
20210325,AMRUTANJAN,EQ,103232,42914,41.57
20210325,ANANTRAJ,EQ,666193,437974,65.74
20210325,ANDHRACEMT,EQ,398711,321723,80.69
20210325,ANDHRAPAP,EQ,33465,28220,84.33
20210325,ANDHRSUGAR,EQ,55131,20623,37.41
20210325,ANGELBRKG,EQ,40112,25968,64.74
20210325,ANIKINDS,EQ,9456,6467,68.39
20210325,ANKITMETAL,EQ,55974,48291,86.27
20210325,ANSALAPI,EQ,103011,83217,80.78
20210325,ANSALHSG,EQ,44390,25434,57.30
20210325,ANUP,EQ,51667,46619,90.23
20210325,ANURAS,EQ,2119014,632389,29.84
20210325,APARINDS,EQ,48602,32517,66.90
20210325,APCL,EQ,28025,18239,65.08
20210325,APCOTEXIND,EQ,94926,51131,53.86
20210325,APEX,EQ,93517,40090,42.87
20210325,APLAPOLLO,EQ,276562,211061,76.32
20210325,APLLTD,EQ,176893,74970,42.38
20210325,APOLLO,EQ,158055,68658,43.44
20210325,APOLLOHOSP,EQ,1001626,386727,38.61
20210325,APOLLOPIPE,EQ,62883,34393,54.69
20210325,APOLLOTYRE,EQ,7068613,724874,10.25
20210325,APOLSINHOT,EQ,210,164,78.10
20210325,APTECHT,EQ,327770,56784,17.32
20210325,ARCHIES,EQ,39907,33745,84.56
20210325,ARENTERP,EQ,333,256,76.88
20210325,ARIES,EQ,25268,14896,58.95
20210325,ARIHANT,EQ,1430,1171,81.89
20210325,ARIHANTSUP,EQ,27841,6044,21.71
20210325,ARMANFIN,EQ,10228,5636,55.10
20210325,AROGRANITE,EQ,80523,72814,90.43
20210325,ARSSINFRA,EQ,9280,6256,67.41
20210325,ARTEMISMED,EQ,1862,1423,76.42
20210325,ARVEE,EQ,200,200,100.00
20210325,ARVIND,EQ,1630318,773632,47.45
20210325,ARVINDFASN,EQ,249411,171537,68.78
20210325,ARVSMART,EQ,59742,33303,55.74
20210325,ASAHIINDIA,EQ,54793,22058,40.26
20210325,ASAHISONG,EQ,16571,12777,77.10
20210325,ASALCBR,EQ,89086,52265,58.67
20210325,ASHAPURMIN,EQ,321088,201738,62.83
20210325,ASHIANA,EQ,110550,56689,51.28
20210325,ASHIMASYN,EQ,275358,209834,76.20
20210325,ASHOKA,EQ,977628,458893,46.94
20210325,ASHOKLEY,EQ,35580407,10423781,29.30
20210325,ASIANHOTNR,EQ,22412,11235,50.13
20210325,ASIANPAINT,EQ,2272545,1028164,45.24
20210325,ASIANTILES,EQ,409852,244351,59.62
