20210304,20MICRONS,EQ,90953,38046,41.83
20210304,21STCENMGM,EQ,656,588,89.63
20210304,3IINFOTECH,EQ,10948125,6848271,62.55
20210304,3MINDIA,EQ,5399,2302,42.64
20210304,3PLAND,EQ,7994,4833,60.46
20210304,5PAISA,EQ,22795,9142,40.11
20210304,63MOONS,EQ,180147,104479,58.00
20210304,A2ZINFRA,EQ,418060,267187,63.91
20210304,AARON,EQ,7232,4317,59.69
20210304,AARTIDRUGS,EQ,763446,236158,30.93
20210304,AARTIIND,EQ,490759,171518,34.95
20210304,AARTISURF,EQ,61470,34654,56.38
20210304,AARVEEDEN,EQ,12369,11140,90.06
20210304,AARVI,EQ,158497,102209,64.49
20210304,AAVAS,EQ,23286,9492,40.76
20210304,ABAN,EQ,391630,237382,60.61
20210304,ABB,EQ,201501,152427,75.65
20210304,ABBOTINDIA,EQ,11316,6379,56.37
20210304,ABCAPITAL,EQ,3935421,1873350,47.60
20210304,ABFRL,EQ,5372710,1752176,32.61
20210304,ABMINTLTD,EQ,11326,7581,66.93
20210304,ABSLBANETF,EQ,426,34,7.98
20210304,ABSLNN50ET,EQ,829,46,5.55
20210304,ACC,EQ,1152626,313888,27.23
20210304,ACCELYA,EQ,2885,1526,52.89
20210304,ACCURACY,EQ,20801,16789,80.71
20210304,ACE,EQ,151288,71802,47.46
20210304,ACRYSIL,EQ,115569,61918,53.58
20210304,ADANIENT,EQ,8141787,986940,12.12
20210304,ADANIGREEN,EQ,641914,362639,56.49
20210304,ADANIPORTS,EQ,30607959,2462900,8.05
20210304,ADANIPOWER,EQ,29096275,12685044,43.60
20210304,ADANITRANS,EQ,893475,493297,55.21
20210304,ADFFOODS,EQ,33923,9929,29.27
20210304,ADHUNIKIND,EQ,16912,10188,60.24
20210304,ADORWELD,EQ,83684,51565,61.62
20210304,ADROITINFO,EQ,3636,3636,100.00
20210304,ADSL,EQ,73638,57591,78.21
20210304,ADVANIHOTR,EQ,110796,78606,70.95
20210304,ADVENZYMES,EQ,120581,58798,48.76
20210304,AEGISCHEM,EQ,561255,208891,37.22
20210304,AFFLE,EQ,137382,73937,53.82
20210304,AGCNET,EQ,3033,2699,88.99
