20210317,20MICRONS,EQ,80160,50456,62.94
20210317,21STCENMGM,EQ,1338,1338,100.00
20210317,3IINFOTECH,EQ,22283355,9138339,41.01
20210317,3MINDIA,EQ,4168,2485,59.62
20210317,3PLAND,EQ,20058,12880,64.21
20210317,5PAISA,EQ,16518,9291,56.25
20210317,63MOONS,EQ,105459,71659,67.95
20210317,A2ZINFRA,EQ,400489,274336,68.50
20210317,AARON,EQ,3186,2947,92.50
20210317,AARTIDRUGS,EQ,365395,136499,37.36
20210317,AARTIIND,EQ,180955,117103,64.71
20210317,AARTISURF,EQ,10558,6625,62.75
20210317,AARVEEDEN,EQ,15525,14155,91.18
20210317,AARVI,EQ,3207,2380,74.21
20210317,AAVAS,EQ,71251,40373,56.66
20210317,ABAN,EQ,180023,144384,80.20
20210317,ABB,EQ,47127,17715,37.59
20210317,ABBOTINDIA,EQ,9390,4902,52.20
20210317,ABCAPITAL,EQ,4256074,1431148,33.63
20210317,ABFRL,EQ,1958402,1173060,59.90
20210317,ABMINTLTD,EQ,754,687,91.11
20210317,ABSLBANETF,EQ,652,158,24.23
20210317,ABSLNN50ET,EQ,27,14,51.85
20210317,ACC,EQ,871784,319623,36.66
20210317,ACCELYA,EQ,2489,1756,70.55
20210317,ACCURACY,EQ,14653,10487,71.57
20210317,ACE,EQ,744640,540497,72.59
20210317,ACRYSIL,EQ,95302,52661,55.26
20210317,ADANIENT,EQ,3886557,612406,15.76
20210317,ADANIGREEN,EQ,407312,234105,57.48
20210317,ADANIPORTS,EQ,8151544,1600958,19.64
20210317,ADANIPOWER,EQ,39254374,12907573,32.88
20210317,ADANITRANS,EQ,505377,307480,60.84
20210317,ADFFOODS,EQ,22957,9342,40.69
20210317,ADHUNIKIND,EQ,10806,6612,61.19
20210317,ADORWELD,EQ,13297,8263,62.14
20210317,ADSL,EQ,719726,367893,51.12
20210317,ADVANIHOTR,EQ,23306,15016,64.43
20210317,ADVENZYMES,EQ,373415,194765,52.16
20210317,AEGISCHEM,EQ,330800,209373,63.29
20210317,AFFLE,EQ,35557,20883,58.73
20210317,AGCNET,EQ,9698,8117,83.70
20210317,AGRITECH,EQ,5598,3230,57.70
20210317,AGROPHOS,EQ,85565,44911,52.49
20210317,AHLADA,EQ,5830,4722,80.99
20210317,AHLEAST,EQ,1923,1244,64.69
20210317,AHLUCONT,EQ,9816,7712,78.57
20210317,AHLWEST,EQ,835,302,36.17
20210317,AIAENG,EQ,31851,27624,86.73
20210317,AIRAN,EQ,330958,317831,96.03
20210317,AJANTPHARM,EQ,41811,19200,45.92
20210317,AJMERA,EQ,36664,17273,47.11
20210317,AKASH,EQ,112564,47576,42.27
20210317,AKG,EQ,109717,94383,86.02
20210317,AKSHARCHEM,EQ,8218,6008,73.11
20210317,AKSHOPTFBR,EQ,248016,188263,75.91
20210317,AKZOINDIA,EQ,23754,10046,42.29
20210317,ALANKIT,EQ,55742,46166,82.82
20210317,ALBERTDAVD,EQ,13148,4477,34.05
20210317,ALEMBICLTD,EQ,1042606,352199,33.78
20210317,ALICON,EQ,3678,1931,52.50
20210317,ALKALI,EQ,25617,21805,85.12
20210317,ALKEM,EQ,57460,27546,47.94
20210317,ALKYLAMINE,EQ,114814,30474,26.54
20210317,ALLCARGO,EQ,215429,107608,49.95
20210317,ALLSEC,EQ,11285,8107,71.84
20210317,ALMONDZ,EQ,15043,9876,65.65
20210317,ALOKINDS,EQ,6588978,2999990,45.53
20210317,ALPA,EQ,33791,21138,62.56
20210317,ALPHAGEO,EQ,7191,5277,73.38
20210317,AMARAJABAT,EQ,604412,212287,35.12
20210317,AMBER,EQ,94563,45254,47.86
20210317,AMBIKCO,EQ,24483,16502,67.40
20210317,AMBUJACEM,EQ,5016639,2784468,55.50
20210317,AMJLAND,EQ,9674,8824,91.21
20210317,AMRUTANJAN,EQ,39106,23244,59.44
20210317,ANANTRAJ,EQ,577646,390727,67.64
20210317,ANDHRACEMT,EQ,1298474,605412,46.62
20210317,ANDHRAPAP,EQ,35380,24770,70.01
20210317,ANDHRSUGAR,EQ,31120,18605,59.78
20210317,ANGELBRKG,EQ,54533,33390,61.23
20210317,ANIKINDS,EQ,24294,17984,74.03
20210317,ANKITMETAL,EQ,156198,113182,72.46
20210317,ANSALAPI,EQ,117045,83996,71.76
20210317,ANSALHSG,EQ,16963,12500,73.69
20210317,ANUP,EQ,11277,8040,71.30
20210317,APARINDS,EQ,153476,59475,38.75
20210317,APCL,EQ,26405,16201,61.36
