Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,23032021,807501166,0001831
Trade Date <23-MAR-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,85,ANDHRAPAP,EQ,14269,8277,58.01
20,86,ANDHRSUGAR,EQ,36466,20524,56.28
20,87,ANGELBRKG,EQ,26343,13038,49.49
20,88,ANIKINDS,EQ,13310,11018,82.78
20,89,ANKITMETAL,EQ,81322,66323,81.56
20,90,ANSALAPI,EQ,147316,108924,73.94
20,91,ANSALHSG,EQ,61344,35492,57.86
20,92,ANUP,EQ,19017,8073,42.45
20,93,APARINDS,EQ,29391,19763,67.24
20,94,APCL,EQ,27696,16641,60.08
20,95,APCOTEXIND,EQ,112435,42405,37.72
20,96,APEX,EQ,66490,33586,50.51
20,97,APLAPOLLO,EQ,564849,428398,75.84
20,98,APLLTD,EQ,784748,558805,71.21
20,99,APOLLO,EQ,159587,74900,46.93
20,100,APOLLOHOSP,EQ,630061,169292,26.87
20,101,APOLLOPIPE,EQ,184229,104856,56.92
20,102,APOLLOTYRE,EQ,5540415,667476,12.05
20,103,APOLSINHOT,EQ,764,581,76.05
20,104,APTECHT,EQ,240178,70001,29.15
20,105,ARCHIES,EQ,31679,27779,87.69
20,106,ARENTERP,EQ,4188,2232,53.30
20,107,ARIES,EQ,46517,19685,42.32
20,108,ARIHANT,EQ,4681,4473,95.56
20,109,ARIHANTSUP,EQ,36493,11186,30.65
20,110,ARMANFIN,EQ,3541,2438,68.85
20,111,AROGRANITE,EQ,15551,9307,59.85
20,112,ARSSINFRA,EQ,12611,8391,66.54
20,113,ARTEMISMED,EQ,11130,10124,90.96
20,114,ARVEE,EQ,500,500,100.00
20,115,ARVIND,EQ,525811,283686,53.95
20,116,ARVINDFASN,EQ,122071,56575,46.35
20,117,ARVSMART,EQ,61100,29449,48.20
20,118,ASAHIINDIA,EQ,30233,15444,51.08
20,119,ASAHISONG,EQ,8123,3760,46.29
20,120,ASALCBR,EQ,92633,57886,62.49
20,121,ASHAPURMIN,EQ,477727,274736,57.51
20,122,ASHIANA,EQ,53643,24426,45.53
20,123,ASHIMASYN,EQ,97838,67963,69.46
20,124,ASHOKA,EQ,702837,226368,32.21
20,125,ASHOKLEY,EQ,17279901,3490995,20.20
20,126,ASIANHOTNR,EQ,5303,4836,91.19
20,127,ASIANPAINT,EQ,1745466,974473,55.83
20,128,ASIANTILES,EQ,1153875,594639,51.53
20,129,ASPINWALL,EQ,1683,1005,59.71
20,130,ASTEC,EQ,13541,7194,53.13
20,131,ASTERDM,EQ,433793,241131,55.59
20,132,ASTRAL,EQ,185103,99745,53.89
20,133,ASTRAMICRO,EQ,396381,153881,38.82
20,134,ASTRAZEN,EQ,51443,12107,23.53
20,135,ASTRON,EQ,46854,21607,46.12
20,136,ATFL,EQ,6090,2295,37.68
20,137,ATGL,EQ,3992130,1122587,28.12
20,138,ATLANTA,EQ,8119,6072,74.79
20,139,ATUL,EQ,49873,23483,47.09
20,140,ATULAUTO,EQ,68207,30809,45.17
20,141,AUBANK,EQ,1286084,448730,34.89
20,142,AURIONPRO,EQ,82481,47110,57.12
20,143,AUROPHARMA,EQ,1549710,590156,38.08
20,144,AUSOMENT,EQ,6669,3115,46.71
20,145,AUTOAXLES,EQ,23527,20784,88.34
20,146,AUTOIND,EQ,64486,48654,75.45
20,147,AVADHSUGAR,EQ,44205,16315,36.91
20,148,AVANTIFEED,EQ,236112,124789,52.85
20,149,AVG,SM,6000,6000,100.00
20,150,AVROIND,SM,4000,4000,100.00
20,151,AVTNPL,EQ,50982,33701,66.10
20,152,AWHCL,EQ,60864,24634,40.47
20,153,AXISBANK,EQ,15949688,3815064,23.92
20,154,AXISBNKETF,EQ,625,395,63.20
20,155,AXISCADES,EQ,132587,59961,45.22
20,156,AXISGOLD,EQ,117142,98807,84.35
20,157,AXISNIFTY,EQ,5525,3276,59.29
20,158,AYMSYNTEX,EQ,47920,45422,94.79
20,159,BAFNAPH,EQ,28785,24719,85.87
20,160,BAGFILMS,EQ,673872,446318,66.23
20,161,BAJAJ-AUTO,EQ,581531,224042,38.53
20,162,BAJAJCON,EQ,388848,229412,59.00
20,163,BAJAJELEC,EQ,145922,70680,48.44
20,164,BAJAJFINSV,EQ,296483,78535,26.49
20,165,BAJAJHIND,EQ,2367940,1362588,57.54
20,166,BAJAJHLDNG,EQ,20261,10503,51.84
20,167,BAJFINANCE,EQ,1849038,407343,22.03
20,168,BALAJITELE,EQ,339588,170045,50.07
20,169,BALAMINES,EQ,394546,70138,17.78
20,170,BALAXI,EQ,1828,1256,68.71
20,171,BALKRISIND,EQ,298377,115914,38.85
20,172,BALMLAWRIE,EQ,442559,185362,41.88
20,173,BALPHARMA,EQ,144113,35611,24.71
20,174,BALRAMCHIN,EQ,2300840,787726,34.24
20,175,BANARBEADS,EQ,4869,3831,78.68
20,176,BANARISUG,EQ,1379,761,55.18
20,177,BANCOINDIA,EQ,122014,48643,39.87
20,178,BANDHANBNK,EQ,14375142,4354705,30.29
20,179,BANG,EQ,15663,9695,61.90
20,180,BANKA,EQ,1976,1299,65.74
20,181,BANKBARODA,EQ,66644024,7972888,11.96
20,182,BANKBEES,EQ,936877,166258,17.75
20,183,BANKINDIA,EQ,12223535,3596995,29.43
20,184,BANSWRAS,EQ,14660,7258,49.51
20,185,BASF,EQ,13738,5150,37.49
20,186,BASML,EQ,8237,6790,82.43
20,187,BATAINDIA,EQ,291660,76964,26.39
20,188,BAYERCROP,EQ,11545,7077,61.30
20,189,BBL,EQ,3304,1239,37.50
20,190,BBTC,EQ,57333,26232,45.75
20,191,BBTCL,SM,15000,9000,60.00
20,192,BCG,EQ,1636858,1084595,66.26
20,193,BCLIND,EQ,49724,18230,36.66
20,194,BCONCEPTS,SM,3000,3000,100.00
20,195,BCP,EQ,1190590,701224,58.90
20,196,BDL,EQ,190007,56034,29.49
20,197,BEARDSELL,EQ,28306,17810,62.92
20,198,BECTORFOOD,EQ,340605,124138,36.45
20,199,BEDMUTHA,EQ,1083,842,77.75
20,200,BEL,EQ,12751237,3346753,26.25
20,201,BEML,EQ,956647,207233,21.66
20,202,BEPL,EQ,412644,206191,49.97
20,203,BERGEPAINT,EQ,2166943,411133,18.97
20,204,BESTAGRO,EQ,146006,37172,25.46
20,205,BETA,SM,6400,5600,87.50
20,206,BFINVEST,EQ,4907,2064,42.06
20,207,BFUTILITIE,EQ,101757,34340,33.75
20,208,BGRENERGY,EQ,71018,54564,76.83
20,209,BHAGERIA,EQ,22212,12519,56.36
20,210,BHAGYAPROP,EQ,8033,7535,93.80
20,211,BHARATFORG,EQ,1350302,371452,27.51
20,212,BHARATGEAR,EQ,6763,4152,61.39
20,213,BHARATRAS,EQ,1036,489,47.20
20,214,BHARTIARTL,EQ,14958494,6995411,46.77
20,215,BHEL,EQ,42647877,6315163,14.81
20,216,BIGBLOC,EQ,45843,29518,64.39
20,217,BIL,EQ,15550,9582,61.62
20,218,BINDALAGRO,EQ,42887,29464,68.70
20,219,BIOCON,EQ,3443734,1072131,31.13
20,220,BIRET,RR,726600,636400,87.59
20,221,BIRLACABLE,EQ,175791,49175,27.97
20,222,BIRLACORPN,EQ,245515,164168,66.87
20,223,BIRLAMONEY,EQ,96733,38337,39.63
20,224,BIRLATYRE,EQ,228893,150476,65.74
20,225,BKMINDST,EQ,83874,73868,88.07
20,226,BLISSGVS,EQ,1186357,668990,56.39
20,227,BLS,EQ,217311,155092,71.37
20,228,BLUEDART,EQ,8767,4604,52.52
20,229,BLUESTARCO,EQ,69115,36615,52.98
20,230,BODALCHEM,EQ,1130531,375008,33.17
20,231,BOMDYEING,EQ,1712771,458666,26.78
20,232,BOROLTD,EQ,86041,56064,65.16
20,233,BORORENEW,EQ,363454,179502,49.39
20,234,BOSCHLTD,EQ,40413,17171,42.49
20,235,BPCL,EQ,8544739,4474906,52.37
20,236,BPL,EQ,98134,60315,61.46
20,237,BRFL,EQ,218816,151292,69.14
20,238,BRIGADE,EQ,169561,113544,66.96
20,239,BRIGHT,SM,15000,15000,100.00
20,240,BRITANNIA,EQ,461046,198243,43.00
20,241,BRITANNIA,N2,5710,4530,79.33
20,242,BRNL,EQ,16937,12387,73.14
20,243,BROOKS,EQ,12398,6820,55.01
20,244,BSE,EQ,182399,114185,62.60
20,245,BSELINFRA,EQ,100216,100216,100.00
20,246,BSL,EQ,31312,14284,45.62
20,247,BSLGOLDETF,EQ,176,51,28.98
20,248,BSLNIFTY,EQ,176,155,88.07
20,249,BSOFT,EQ,1306759,840960,64.35
20,250,BTML,SM,4800,2400,50.00
20,251,BURGERKING,EQ,1097905,421984,38.44
20,252,BUTTERFLY,EQ,136186,19953,14.65
20,253,BYKE,EQ,68113,45360,66.60
20,254,CADILAHC,EQ,1140604,236854,20.77
20,255,CADSYS,SM,10000,10000,100.00
20,256,CALSOFT,EQ,35548,16733,47.07
20,257,CAMLINFINE,EQ,419745,95911,22.85
20,258,CAMS,EQ,107830,77747,72.10
20,259,CANBK,EQ,21421629,2001121,9.34
20,260,CANFINHOME,EQ,1200651,616897,51.38
20,261,CANTABIL,EQ,96738,14748,15.25
20,262,CAPACITE,EQ,72468,35569,49.08
20,263,CAPLIPOINT,EQ,76337,42955,56.27
20,264,CARBORUNIV,EQ,108428,69114,63.74
20,265,CAREERP,EQ,10817,6649,61.47
20,266,CARERATING,EQ,154675,84207,54.44
20,267,CASTROLIND,EQ,1321899,628127,47.52
20,268,CCHHL,EQ,44418,33006,74.31
20,269,CCL,EQ,246219,167122,67.88
20,270,CDSL,EQ,1690828,692402,40.95
20,271,CEATLTD,EQ,81768,22331,27.31
20,272,CENTENKA,EQ,25725,14717,57.21
20,273,CENTEXT,EQ,50319,45609,90.64
20,274,CENTRALBK,EQ,25679070,8930067,34.78
20,275,CENTRUM,EQ,5939063,1418342,23.88
20,276,CENTUM,EQ,3807,1605,42.16
20,277,CENTURYPLY,EQ,123532,72046,58.32
20,278,CENTURYTEX,EQ,227457,73713,32.41
20,279,CERA,EQ,45338,34336,75.73
20,280,CEREBRAINT,EQ,768767,509930,66.33
20,281,CESC,EQ,174922,81621,46.66
20,282,CGCL,EQ,65724,8928,13.58
20,283,CGPOWER,EQ,1832572,1476564,80.57
20,284,CHALET,EQ,102342,51587,50.41
20,285,CHAMBLFERT,EQ,749572,217115,28.97
20,286,CHEMBOND,EQ,25894,14180,54.76
20,287,CHEMCON,EQ,84993,37900,44.59
20,288,CHEMFAB,EQ,10104,8028,79.45
20,289,CHENNPETRO,EQ,350112,138681,39.61
20,290,CHOLAFIN,EQ,3437253,927829,26.99
20,291,CHOLAHLDNG,EQ,76466,46593,60.93
20,292,CIGNITITEC,EQ,307554,95852,31.17
20,293,CINELINE,EQ,118511,49029,41.37
20,294,CINEVISTA,EQ,6559,5057,77.10
20,295,CIPLA,EQ,2118532,610420,28.81
20,296,CLEDUCATE,EQ,42013,32847,78.18
20,297,CLNINDIA,EQ,30974,19584,63.23
20,298,CMMIPL,SM,18000,18000,100.00
20,299,COALINDIA,EQ,8887103,3259114,36.67
20,300,COCHINSHIP,EQ,98995,43961,44.41
20,301,COFORGE,EQ,238913,44899,18.79
20,302,COLPAL,EQ,593680,332510,56.01
20,303,COMPINFO,EQ,743327,236284,31.79
20,304,COMPUSOFT,EQ,40724,34835,85.54
20,305,CONCOR,EQ,3483961,1365978,39.21
20,306,CONFIPET,EQ,725707,424923,58.55
20,307,CONSOFINVT,EQ,3511,2339,66.62
20,308,CONTI,SM,16665,16665,100.00
20,309,CONTROLPR,EQ,33457,18650,55.74
20,310,CORALFINAC,EQ,17684,11367,64.28
20,311,CORDSCABLE,EQ,33662,22993,68.31
20,312,COROMANDEL,EQ,281181,118494,42.14
20,313,COSMOFILMS,EQ,66674,27256,40.88
20,314,CPSEETF,EQ,1355198,1086421,80.17
20,315,CREATIVE,EQ,10318,3145,30.48
20,316,CREATIVEYE,EQ,216,216,100.00
20,317,CREDITACC,EQ,50888,31086,61.09
20,318,CREST,EQ,2045,1272,62.20
20,319,CRISIL,EQ,42226,11293,26.74
20,320,CROMPTON,EQ,1295788,853734,65.89
20,321,CSBBANK,EQ,178091,57411,32.24
20,322,CTE,EQ,4095,2763,67.47
20,323,CUB,EQ,1331486,585178,43.95
20,324,CUBEXTUB,EQ,9090,6963,76.60
20,325,CUMMINSIND,EQ,1072058,405198,37.80
20,326,CUPID,EQ,39549,20035,50.66
20,327,CYBERTECH,EQ,90477,54422,60.15
20,328,CYIENT,EQ,601605,214827,35.71
20,329,DAAWAT,EQ,2630005,1042798,39.65
20,330,DABUR,EQ,1557222,809602,51.99
20,331,DALBHARAT,EQ,73099,35460,48.51
20,332,DALMIASUG,EQ,283717,173065,61.00
20,333,DAMODARIND,EQ,88641,71143,80.26
20,334,DANGEE,EQ,53812,43524,80.88
20,335,DATAMATICS,EQ,274969,87867,31.96
20,336,DBCORP,EQ,65245,27262,41.78
20,337,DBL,EQ,209210,90522,43.27
20,338,DBSTOCKBRO,EQ,2665,1615,60.60
20,339,DCAL,EQ,378519,217506,57.46
20,340,DCBBANK,EQ,1919535,598352,31.17
20,341,DCM,EQ,20351,12833,63.06
20,342,DCMSHRIRAM,EQ,39934,18410,46.10
20,343,DCW,EQ,1939982,1146049,59.08
20,344,DECCANCE,EQ,43616,22688,52.02
20,345,DEEPAKFERT,EQ,704772,195378,27.72
20,346,DEEPAKNTR,EQ,1534101,214633,13.99
20,347,DEEPENR,EQ,26783,18045,67.37
20,348,DELTACORP,EQ,2093113,589481,28.16
20,349,DELTAMAGNT,EQ,4199,3116,74.21
20,350,DEN,EQ,279720,182971,65.41
20,351,DENORA,EQ,11697,3819,32.65
20,352,DEVIT,SM,1500,1500,100.00
20,353,DFMFOODS,EQ,41927,24488,58.41
20,354,DGCONTENT,EQ,37879,32678,86.27
20,355,DHAMPURSUG,EQ,388273,156134,40.21
20,356,DHANBANK,EQ,1246124,467117,37.49
20,357,DHANI,EQ,1539861,905589,58.81
20,358,DHANILOANS,N1,228,223,97.81
20,359,DHANILOANS,N2,342,307,89.77
20,360,DHANILOANS,N3,16,16,100.00
20,361,DHANILOANS,N4,24,24,100.00
20,362,DHANILOANS,N6,50,50,100.00
20,363,DHANILOANS,N7,114,104,91.23
20,364,DHANILOANS,N8,180,90,50.00
20,365,DHANILOANS,NC,236,226,95.76
20,366,DHANIPP,E1,66097,48765,73.78
20,367,DHANUKA,EQ,21005,11942,56.85
20,368,DHARSUGAR,EQ,23515,18557,78.92
20,369,DHFL,EQ,1140955,787207,69.00
20,370,DHFL,N6,50,50,100.00
20,371,DHFL,NC,360,350,97.22
20,372,DHFL,NF,30,30,100.00
20,373,DHFL,NP,1329,1229,92.48
20,374,DHFL,NQ,226,195,86.28
20,375,DHFL,NS,560,560,100.00
20,376,DHFL,NX,20,20,100.00
20,377,DHFL,NY,10,10,100.00
20,378,DHUNINV,EQ,7229,3164,43.77
20,379,DIAMONDYD,EQ,2929,1960,66.92
20,380,DICIND,EQ,2853,1759,61.65
20,381,DISHTV,EQ,6861145,5333966,77.74
20,382,DIVISLAB,EQ,787152,387285,49.20
20,383,DIXON,EQ,504652,248754,49.29
20,384,DLF,EQ,11946828,1384082,11.59
20,385,DLINKINDIA,EQ,99321,45648,45.96
20,386,DMART,EQ,650768,220128,33.83
20,387,DNAMEDIA,EQ,109833,77100,70.20
20,388,DOLAT,EQ,2308555,861361,37.31
20,389,DOLLAR,EQ,55412,38182,68.91
20,390,DONEAR,EQ,39562,26781,67.69
20,391,DPABHUSHAN,EQ,1741,1212,69.62
20,392,DPSCLTD,EQ,33382,25198,75.48
20,393,DPWIRES,EQ,7336,5656,77.10
20,394,DREDGECORP,EQ,762118,136378,17.89
20,395,DRREDDY,EQ,665236,217255,32.66
20,396,DRSDILIP,SM,1600,1600,100.00
20,397,DSML,SM,12000,12000,100.00
20,398,DSSL,EQ,85935,35020,40.75
20,399,DTIL,EQ,3219,1808,56.17
20,400,DUCON,EQ,79538,79517,99.97
20,401,DVL,EQ,30515,19828,64.98
20,402,DWARKESH,EQ,990357,361754,36.53
20,403,DYNAMATECH,EQ,10922,4638,42.46
20,404,DYNPRO,EQ,17835,9697,54.37
20,405,EASEMYTRIP,EQ,6035000,1852920,30.70
20,406,EBBETF0423,EQ,5388,5353,99.35
20,407,EBBETF0425,EQ,5433,5355,98.56
20,408,EBBETF0430,EQ,9245,8206,88.76
20,409,EBBETF0431,EQ,36356,35597,97.91
20,410,EBIXFOREX,EQ,5709,4489,78.63
20,411,EC1RG,MF,1000,1000,100.00
20,412,EC2RG,MF,1500,1500,100.00
20,413,ECLERX,EQ,25451,14948,58.73
20,414,ECLFINANCE,NF,848,505,59.55
20,415,ECLFINANCE,NG,266,166,62.41
20,416,ECLFINANCE,NH,50,50,100.00
20,417,ECLFINANCE,NI,5,5,100.00
20,418,ECLFINANCE,NJ,96,96,100.00
20,419,ECLFINANCE,NK,176,175,99.43
20,420,ECLFINANCE,NM,375,355,94.67
20,421,ECLFINANCE,NN,2300,2300,100.00
20,422,ECLFINANCE,NO,670,570,85.07
20,423,ECLFINANCE,NP,80,80,100.00
20,424,ECLFINANCE,NQ,50,50,100.00
20,425,ECLFINANCE,NR,2196,1735,79.01
20,426,ECLFINANCE,NS,10,10,100.00
20,427,EDELWEISS,EQ,5650244,3433995,60.78
20,428,EHFLNCD,N3,53,53,100.00
20,429,EHFLNCD,N5,235,235,100.00
20,430,EHFLNCD,N6,472,439,93.01
20,431,EICHERMOT,EQ,1134037,440992,38.89
20,432,EIDPARRY,EQ,71516,33389,46.69
20,433,EIHAHOTELS,EQ,11196,9209,82.25
20,434,EIHOTEL,EQ,686847,323748,47.14
20,435,EIMCOELECO,EQ,3554,1892,53.24
20,436,EKC,EQ,3048371,1061578,34.82
20,437,ELECON,EQ,201605,142052,70.46
20,438,ELECTCAST,EQ,327862,224048,68.34
20,439,ELECTHERM,EQ,16373,11762,71.84
20,440,ELGIEQUIP,EQ,75081,51768,68.95
20,441,ELGIRUBCO,EQ,16167,11887,73.53
20,442,EMAMILTD,EQ,2267257,2122434,93.61
20,443,EMAMIPAP,EQ,313293,107804,34.41
20,444,EMAMIREAL,EQ,26208,19541,74.56
20,445,EMBASSY,RR,773000,696600,90.12
20,446,EMKAY,EQ,68383,35232,51.52
20,447,EMMBI,EQ,686053,241140,35.15
20,448,EMOFSR1RDP,MF,10500,10500,100.00
20,449,EMOFSR1RGG,MF,91775,70800,77.15
20,450,ENDURANCE,EQ,149745,79172,52.87
20,451,ENGINERSIN,EQ,2912966,1283907,44.08
20,452,ENIL,EQ,80271,42419,52.84
20,453,EPL,EQ,340244,157915,46.41
20,454,EQUITAS,EQ,2194147,1518844,69.22
20,455,EQUITASBNK,EQ,1842802,664057,36.04
20,456,ERFLNCDI,N3,201,201,100.00
20,457,ERFLNCDI,N4,64,64,100.00
20,458,ERFLNCDI,N5,21,21,100.00
20,459,ERIS,EQ,106040,63909,60.27
20,460,EROSMEDIA,EQ,155703,114169,73.32
20,461,ESABINDIA,EQ,2311,1305,56.47
20,462,ESCORTS,EQ,574469,71160,12.39
20,463,ESSARSHPNG,EQ,30467,21927,71.97
20,464,ESTER,EQ,977864,270158,27.63
20,465,EVEREADY,EQ,316480,116006,36.66
20,466,EVERESTIND,EQ,51700,11608,22.45
20,467,EXCEL,EQ,16405,14518,88.50
20,468,EXCELINDUS,EQ,17244,8692,50.41
20,469,EXIDEIND,EQ,2680926,1072060,39.99
20,470,EXPLEOSOL,EQ,35391,19780,55.89
20,471,FACT,EQ,1144950,245936,21.48
20,472,FAIRCHEMOR,EQ,12408,6243,50.31
20,473,FCL,EQ,308251,177181,57.48
20,474,FCONSUMER,EQ,6379242,3553826,55.71
20,475,FDC,EQ,108060,69644,64.45
20,476,FEDERALBNK,EQ,17739659,4133903,23.30
20,477,FEL,EQ,1370018,749007,54.67
20,478,FELDVR,EQ,55087,40159,72.90
20,479,FIEMIND,EQ,9338,5211,55.80
20,480,FILATEX,EQ,291927,188962,64.73
20,481,FINCABLES,EQ,87558,42756,48.83
20,482,FINEORG,EQ,35365,15296,43.25
20,483,FINPIPE,EQ,59848,32289,53.95
20,484,FLFL,EQ,353757,201404,56.93
20,485,FLUOROCHEM,EQ,19397,6545,33.74
20,486,FMGOETZE,EQ,8385,4836,57.67
20,487,FMNL,EQ,36680,27368,74.61
20,488,FOCUS,SM,3000,3000,100.00
20,489,FORCEMOT,EQ,15874,8232,51.86
20,490,FORTIS,EQ,5448134,2106822,38.67
20,491,FOSECOIND,EQ,1043,781,74.88
20,492,FRETAIL,EQ,4991857,2298006,46.04
20,493,FSC,EQ,88645,52222,58.91
20,494,FSL,EQ,8231661,2115225,25.70
20,495,G5,EQ,1143,1005,87.93
20,496,GABRIEL,EQ,610729,407865,66.78
20,497,GAEL,EQ,188461,67337,35.73
20,498,GAIL,EQ,14077259,2968810,21.09
20,499,GAL,EQ,242491,193460,79.78
20,500,GALAXYSURF,EQ,10639,4609,43.32
20,501,GALLANTT,EQ,26022,16676,64.08
20,502,GALLISPAT,EQ,9940,6846,68.87
20,503,GAMMNINFRA,EQ,989952,944913,95.45
20,504,GANDHITUBE,EQ,9094,7753,85.25
20,505,GANECOS,EQ,14983,8324,55.56
20,506,GANESHHOUC,EQ,81068,59510,73.41
20,507,GANGAFORGE,SM,48000,40000,83.33
20,508,GANGESSECU,EQ,786,536,68.19
20,509,GARFIBRES,EQ,15907,8177,51.41
20,510,GATI,EQ,600500,183904,30.63
20,511,GAYAPROJ,EQ,1979861,1114305,56.28
20,512,GBGLOBAL,EQ,2464,1781,72.28
20,513,GDL,EQ,57150,33586,58.77
20,514,GEECEE,EQ,51992,23781,45.74
20,515,GEEKAYWIRE,EQ,13488,12994,96.34
20,516,GENCON,EQ,5778,4400,76.15
20,517,GENUSPAPER,EQ,506704,327601,64.65
20,518,GENUSPOWER,EQ,239377,155145,64.81
20,519,GEOJITFSL,EQ,197738,128101,64.78
20,520,GEPIL,EQ,73915,49779,67.35
20,521,GESHIP,EQ,312788,164214,52.50
20,522,GET&D,EQ,247291,50445,20.40
20,523,GFLLIMITED,EQ,573210,364843,63.65
20,524,GHCL,EQ,119790,54888,45.82
20,525,GICHSGFIN,EQ,516141,238795,46.27
20,526,GICRE,EQ,690239,366131,53.04
20,527,GILLANDERS,EQ,7330,6812,92.93
20,528,GILLETTE,EQ,8280,4321,52.19
20,529,GINNIFILA,EQ,150249,106456,70.85
20,530,GIPCL,EQ,507002,191884,37.85
20,531,GIRIRAJ,SM,6000,3600,60.00
20,532,GISOLUTION,EQ,4206,3632,86.35
20,533,GKWLIMITED,EQ,1199,85,7.09
20,534,GLAND,EQ,81879,39607,48.37
20,535,GLAXO,EQ,17467,9646,55.22
20,536,GLENMARK,EQ,1028108,329306,32.03
20,537,GLFL,EQ,3094,2560,82.74
20,538,GLOBAL,EQ,5222,3119,59.73
20,539,GLOBUSSPR,EQ,454516,93824,20.64
20,540,GMBREW,EQ,166460,49006,29.44
20,541,GMDCLTD,EQ,811188,267553,32.98
20,542,GMMPFAUDLR,EQ,44329,21292,48.03
20,543,GMRINFRA,EQ,19489266,5467983,28.06
