Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,19032021,1476505843,0001822
Trade Date <19-MAR-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,38,ADANIPOWER,EQ,40856831,11433691,27.98
20,39,ADANITRANS,EQ,819318,264646,32.30
20,40,ADFFOODS,EQ,50067,14643,29.25
20,41,ADHUNIKIND,EQ,6434,4574,71.09
20,42,ADORWELD,EQ,10044,3632,36.16
20,43,ADSL,EQ,282552,128322,45.42
20,44,ADVANIHOTR,EQ,17488,12202,69.77
20,45,ADVENZYMES,EQ,319595,165437,51.76
20,46,AEGISCHEM,EQ,426341,231791,54.37
20,47,AFFLE,EQ,321380,237333,73.85
20,48,AGCNET,EQ,8026,6503,81.02
20,49,AGRITECH,EQ,7015,4547,64.82
20,50,AGROPHOS,EQ,65498,51078,77.98
20,51,AHLADA,EQ,2397,1936,80.77
20,52,AHLEAST,EQ,1811,977,53.95
20,53,AHLUCONT,EQ,55909,27798,49.72
20,54,AHLWEST,EQ,3404,1789,52.56
20,55,AIAENG,EQ,36645,27025,73.75
20,56,AIRAN,EQ,104627,59410,56.78
20,57,AIROLAM,SM,6000,6000,100.00
20,58,AISL,SM,21600,2400,11.11
20,59,AJANTPHARM,EQ,95475,57227,59.94
20,60,AJMERA,EQ,90900,31355,34.49
20,61,AJOONI,SM,26664,26664,100.00
20,62,AKASH,EQ,38876,27190,69.94
20,63,AKG,EQ,540,540,100.00
20,64,AKSHARCHEM,EQ,17672,9434,53.38
20,65,AKSHOPTFBR,EQ,308638,186770,60.51
20,66,AKZOINDIA,EQ,272598,245025,89.89
20,67,ALANKIT,EQ,105279,52143,49.53
20,68,ALBERTDAVD,EQ,8957,5249,58.60
20,69,ALEMBICLTD,EQ,352802,209402,59.35
20,70,ALICON,EQ,161025,81027,50.32
20,71,ALKALI,EQ,78048,70890,90.83
20,72,ALKEM,EQ,143667,96150,66.93
20,73,ALKYLAMINE,EQ,41895,13248,31.62
20,74,ALLCARGO,EQ,235401,126468,53.72
20,75,ALLSEC,EQ,7301,4512,61.80
20,76,ALMONDZ,EQ,6361,5861,92.14
20,77,ALOKINDS,EQ,35279371,28798085,81.63
20,78,ALPA,EQ,19615,13731,70.00
20,79,ALPHAGEO,EQ,23216,7377,31.78
20,80,AMARAJABAT,EQ,1408861,699416,49.64
20,81,AMBER,EQ,75555,36916,48.86
20,82,AMBIKCO,EQ,14763,8890,60.22
20,83,AMBUJACEM,EQ,6753108,3425868,50.73
20,84,AMJLAND,EQ,52023,33027,63.49
20,85,AMJUMBO,SM,24000,24000,100.00
20,86,AMRUTANJAN,EQ,91076,40932,44.94
20,87,ANANTRAJ,EQ,1168430,690253,59.08
20,88,ANDHRACEMT,EQ,382418,271728,71.06
20,89,ANDHRAPAP,EQ,31377,18020,57.43
20,90,ANDHRSUGAR,EQ,32241,16275,50.48
20,91,ANGELBRKG,EQ,213721,131103,61.34
20,92,ANIKINDS,EQ,8501,6127,72.07
20,93,ANKITMETAL,EQ,33712,27653,82.03
20,94,ANSALAPI,EQ,98260,63238,64.36
20,95,ANSALHSG,EQ,50793,38286,75.38
20,96,ANUP,EQ,47483,26680,56.19
20,97,APARINDS,EQ,44028,23241,52.79
20,98,APCL,EQ,32645,15538,47.60
20,99,APCOTEXIND,EQ,98012,28784,29.37
20,100,APEX,EQ,106730,30652,28.72
20,101,APLAPOLLO,EQ,460682,323499,70.22
20,102,APLLTD,EQ,249572,167211,67.00
20,103,APOLLO,EQ,312860,166341,53.17
20,104,APOLLOHOSP,EQ,2288304,913001,39.90
20,105,APOLLOPIPE,EQ,48198,18611,38.61
20,106,APOLLOTYRE,EQ,10788228,3258542,30.20
20,107,APOLSINHOT,EQ,1687,1209,71.67
20,108,APTECHT,EQ,207422,70490,33.98
20,109,ARCHIES,EQ,79967,61031,76.32
20,110,ARENTERP,EQ,146,89,60.96
20,111,ARIES,EQ,48611,21616,44.47
20,112,ARIHANT,EQ,771,560,72.63
20,113,ARIHANTSUP,EQ,43528,19022,43.70
20,114,ARMANFIN,EQ,15142,7945,52.47
20,115,AROGRANITE,EQ,16478,11469,69.60
20,116,ARSSINFRA,EQ,23598,10807,45.80
20,117,ARTEMISMED,EQ,6080,5077,83.50
20,118,ARVIND,EQ,1195551,590857,49.42
20,119,ARVINDFASN,EQ,257312,85489,33.22
20,120,ARVSMART,EQ,98547,50894,51.64
20,121,ASAHIINDIA,EQ,26872,12384,46.09
20,122,ASAHISONG,EQ,38253,19638,51.34
20,123,ASALCBR,EQ,99746,53994,54.13
20,124,ASHAPURMIN,EQ,435479,339778,78.02
20,125,ASHIANA,EQ,127247,55534,43.64
20,126,ASHIMASYN,EQ,100301,84644,84.39
20,127,ASHOKA,EQ,1403921,463465,33.01
20,128,ASHOKLEY,EQ,35938286,9288439,25.85
20,129,ASIANHOTNR,EQ,16190,11645,71.93
20,130,ASIANPAINT,EQ,3738079,1960146,52.44
20,131,ASIANTILES,EQ,272958,159961,58.60
20,132,ASPINWALL,EQ,1350,759,56.22
20,133,ASTEC,EQ,33864,17358,51.26
20,134,ASTERDM,EQ,106428,56369,52.96
20,135,ASTRAL,EQ,1673194,795144,47.52
20,136,ASTRAMICRO,EQ,1093196,403020,36.87
20,137,ASTRAZEN,EQ,48978,15495,31.64
20,138,ASTRON,EQ,97295,40892,42.03
20,139,ATFL,EQ,11817,7159,60.58
20,140,ATGL,EQ,5714724,2990365,52.33
20,141,ATLANTA,EQ,25727,16892,65.66
20,142,ATUL,EQ,12166,7330,60.25
20,143,ATULAUTO,EQ,168629,69166,41.02
20,144,AUBANK,EQ,975558,387938,39.77
20,145,AURIONPRO,EQ,109859,39412,35.88
20,146,AUROPHARMA,EQ,2896141,1201353,41.48
20,147,AUSOMENT,EQ,35809,21641,60.43
20,148,AUTOAXLES,EQ,9317,5034,54.03
20,149,AUTOIND,EQ,97060,67491,69.54
20,150,AVADHSUGAR,EQ,58046,16887,29.09
20,151,AVANTIFEED,EQ,375604,267917,71.33
20,152,AVG,SM,1200,1200,100.00
20,153,AVTNPL,EQ,136434,68412,50.14
20,154,AWHCL,EQ,116570,55262,47.41
20,155,AXISBANK,EQ,20377672,7178999,35.23
20,156,AXISBNKETF,EQ,2275,1508,66.29
20,157,AXISCADES,EQ,49743,31158,62.64
20,158,AXISGOLD,EQ,108240,55452,51.23
20,159,AXISNIFTY,EQ,11153,8262,74.08
20,160,AYMSYNTEX,EQ,30245,26596,87.94
20,161,BAFNAPH,EQ,15229,12224,80.27
20,162,BAGFILMS,EQ,374189,264625,70.72
20,163,BAJAJ-AUTO,EQ,1132705,472485,41.71
20,164,BAJAJCON,EQ,1345043,662029,49.22
20,165,BAJAJELEC,EQ,110913,47969,43.25
20,166,BAJAJFINSV,EQ,488126,108305,22.19
20,167,BAJAJHIND,EQ,5470977,2136224,39.05
20,168,BAJAJHLDNG,EQ,87375,57067,65.31
20,169,BAJFINANCE,EQ,3220310,863992,26.83
20,170,BALAJITELE,EQ,150164,72268,48.13
20,171,BALAMINES,EQ,184779,45251,24.49
20,172,BALAXI,EQ,3152,1699,53.90
20,173,BALKRISIND,EQ,793208,247407,31.19
20,174,BALMLAWRIE,EQ,873756,285203,32.64
20,175,BALPHARMA,EQ,42412,22870,53.92
20,176,BALRAMCHIN,EQ,1983943,549742,27.71
20,177,BANARBEADS,EQ,5663,3052,53.89
20,178,BANARISUG,EQ,3071,910,29.63
20,179,BANCOINDIA,EQ,290775,142276,48.93
20,180,BANDHANBNK,EQ,10449989,3856409,36.90
20,181,BANG,EQ,5023,2935,58.43
20,182,BANKA,EQ,7343,6816,92.82
20,183,BANKBARODA,EQ,63657565,13887256,21.82
20,184,BANKBEES,EQ,1783113,446659,25.05
20,185,BANKINDIA,EQ,6748587,1549055,22.95
20,186,BANSWRAS,EQ,5099,3794,74.41
20,187,BASF,EQ,63578,22198,34.91
20,188,BASML,EQ,22693,13692,60.34
20,189,BATAINDIA,EQ,872243,423450,48.55
20,190,BAYERCROP,EQ,38830,24976,64.32
20,191,BBL,EQ,10584,4357,41.17
20,192,BBTC,EQ,96024,53145,55.35
20,193,BBTCL,SM,3000,3000,100.00
20,194,BCG,EQ,2823250,1577579,55.88
20,195,BCLIND,EQ,63988,31305,48.92
20,196,BCP,EQ,565836,386123,68.24
20,197,BDL,EQ,613158,80749,13.17
20,198,BEARDSELL,EQ,17703,11447,64.66
20,199,BECTORFOOD,EQ,411857,133591,32.44
20,200,BEDMUTHA,EQ,10641,6814,64.04
20,201,BEL,EQ,18797976,9457426,50.31
20,202,BEML,EQ,1051422,140572,13.37
20,203,BEPL,EQ,915618,280338,30.62
20,204,BERGEPAINT,EQ,1149193,407225,35.44
20,205,BESTAGRO,EQ,45373,16101,35.49
20,206,BETA,SM,4000,4000,100.00
20,207,BFINVEST,EQ,14863,5083,34.20
20,208,BFUTILITIE,EQ,220852,46921,21.25
20,209,BGRENERGY,EQ,118520,64409,54.34
20,210,BHAGERIA,EQ,103566,65215,62.97
20,211,BHAGYAPROP,EQ,9446,8795,93.11
20,212,BHARATFORG,EQ,2863512,1075679,37.57
20,213,BHARATGEAR,EQ,31995,16372,51.17
20,214,BHARATRAS,EQ,1529,831,54.35
20,215,BHARTIARTL,EQ,48683525,26803620,55.06
20,216,BHEL,EQ,108069373,14162056,13.10
20,217,BIGBLOC,EQ,7483,4878,65.19
20,218,BIL,EQ,4985,2880,57.77
20,219,BINDALAGRO,EQ,59200,27037,45.67
20,220,BIOCON,EQ,4200208,2216608,52.77
20,221,BIRET,RR,1149800,991400,86.22
20,222,BIRLACABLE,EQ,293676,67149,22.86
20,223,BIRLACORPN,EQ,174777,101008,57.79
20,224,BIRLAMONEY,EQ,210787,92668,43.96
20,225,BIRLATYRE,EQ,372653,206530,55.42
20,226,BKMINDST,EQ,24937,24380,97.77
20,227,BLISSGVS,EQ,707194,333853,47.21
20,228,BLS,EQ,245328,115392,47.04
20,229,BLUEDART,EQ,16627,7037,42.32
20,230,BLUESTARCO,EQ,141358,50392,35.65
20,231,BODALCHEM,EQ,1806480,469733,26.00
20,232,BOHRA,SM,6000,6000,100.00
20,233,BOMDYEING,EQ,1754723,530579,30.24
20,234,BOROLTD,EQ,160504,89115,55.52
20,235,BORORENEW,EQ,583826,229860,39.37
20,236,BOSCHLTD,EQ,60778,22583,37.16
20,237,BPCL,EQ,13311475,5992761,45.02
20,238,BPL,EQ,116357,67337,57.87
20,239,BRFL,EQ,609887,399143,65.45
20,240,BRIGADE,EQ,2602362,2288115,87.92
20,241,BRIGHT,SM,36000,27000,75.00
20,242,BRITANNIA,EQ,1312375,955510,72.81
20,243,BRITANNIA,N2,1444,1444,100.00
20,244,BRNL,EQ,56575,33558,59.32
20,245,BROOKS,EQ,25239,16427,65.09
20,246,BSE,EQ,245929,87802,35.70
20,247,BSELINFRA,EQ,12117,11417,94.22
20,248,BSL,EQ,11911,9374,78.70
20,249,BSLGOLDETF,EQ,278,164,58.99
20,250,BSLNIFTY,EQ,1212,927,76.49
20,251,BSOFT,EQ,1815144,784777,43.23
20,252,BURGERKING,EQ,2066294,1138580,55.10
20,253,BUTTERFLY,EQ,114695,43242,37.70
20,254,BYKE,EQ,78077,39146,50.14
20,255,CADILAHC,EQ,1723181,364353,21.14
20,256,CADSYS,SM,4000,4000,100.00
20,257,CALSOFT,EQ,25756,18986,73.71
20,258,CAMLINFINE,EQ,950129,268369,28.25
20,259,CAMS,EQ,54709,26556,48.54
20,260,CANBK,EQ,23896696,2758430,11.54
20,261,CANFINHOME,EQ,755387,460891,61.01
20,262,CANTABIL,EQ,145009,62535,43.12
20,263,CAPACITE,EQ,128954,71159,55.18
20,264,CAPLIPOINT,EQ,133604,64864,48.55
20,265,CARBORUNIV,EQ,465360,222390,47.79
20,266,CAREERP,EQ,41604,32011,76.94
20,267,CARERATING,EQ,274480,101212,36.87
20,268,CASTROLIND,EQ,2933740,2003513,68.29
20,269,CCHHL,EQ,52590,34008,64.67
20,270,CCL,EQ,112534,59839,53.17
20,271,CDSL,EQ,1991910,1290596,64.79
20,272,CEATLTD,EQ,254478,43802,17.21
20,273,CENTENKA,EQ,71538,30901,43.20
20,274,CENTEXT,EQ,79539,49366,62.07
20,275,CENTRALBK,EQ,18796169,10145085,53.97
20,276,CENTRUM,EQ,3293195,1842199,55.94
20,277,CENTUM,EQ,5746,2472,43.02
20,278,CENTURYPLY,EQ,219303,102567,46.77
20,279,CENTURYTEX,EQ,448447,186359,41.56
20,280,CERA,EQ,5077,1524,30.02
20,281,CEREBRAINT,EQ,667291,274202,41.09
20,282,CESC,EQ,219164,107947,49.25
20,283,CGCL,EQ,68652,11210,16.33
20,284,CGPOWER,EQ,15333373,13010895,84.85
20,285,CHALET,EQ,263581,102843,39.02
20,286,CHAMBLFERT,EQ,1709724,1027979,60.13
20,287,CHEMBOND,EQ,21152,9493,44.88
20,288,CHEMCON,EQ,206882,70044,33.86
20,289,CHEMFAB,EQ,5274,3840,72.81
20,290,CHENNPETRO,EQ,1225558,301270,24.58
20,291,CHOLAFIN,EQ,6000233,2704482,45.07
20,292,CHOLAHLDNG,EQ,297694,186217,62.55
20,293,CIGNITITEC,EQ,113347,58818,51.89
20,294,CINELINE,EQ,116718,56113,48.08
20,295,CINEVISTA,EQ,65892,15864,24.08
20,296,CIPLA,EQ,5262000,2584091,49.11
20,297,CLEDUCATE,EQ,66765,22784,34.13
20,298,CLNINDIA,EQ,60633,30222,49.84
20,299,CMMIPL,SM,6000,6000,100.00
20,300,COALINDIA,EQ,33294812,19445531,58.40
20,301,COCHINSHIP,EQ,183578,71591,39.00
20,302,COFORGE,EQ,481531,66471,13.80
20,303,COLPAL,EQ,926972,679894,73.35
20,304,COMPINFO,EQ,712542,339402,47.63
20,305,COMPUSOFT,EQ,64836,38329,59.12
20,306,CONCOR,EQ,2726319,824683,30.25
20,307,CONFIPET,EQ,1247305,534482,42.85
20,308,CONSOFINVT,EQ,12539,6203,49.47
20,309,CONTI,SM,23331,13332,57.14
20,310,CONTROLPR,EQ,238072,68286,28.68
20,311,CORALFINAC,EQ,7830,3985,50.89
20,312,CORDSCABLE,EQ,94823,66857,70.51
20,313,COROMANDEL,EQ,635037,399891,62.97
20,314,COSMOFILMS,EQ,155301,55296,35.61
20,315,CPSEETF,EQ,5114727,2853587,55.79
20,316,CREATIVE,EQ,17552,11079,63.12
20,317,CREATIVEYE,EQ,100,100,100.00
20,318,CREDITACC,EQ,1819551,1697264,93.28
20,319,CREST,EQ,3818,2461,64.46
20,320,CRISIL,EQ,41234,16612,40.29
20,321,CROMPTON,EQ,1503323,747509,49.72
20,322,CSBBANK,EQ,196763,78495,39.89
20,323,CTE,EQ,5005,3073,61.40
20,324,CUB,EQ,5772184,4502708,78.01
20,325,CUBEXTUB,EQ,16317,11403,69.88
20,326,CUMMINSIND,EQ,2575250,983162,38.18
20,327,CUPID,EQ,120332,46225,38.41
20,328,CYBERTECH,EQ,129122,53897,41.74
20,329,CYIENT,EQ,2501456,1830453,73.18
20,330,DAAWAT,EQ,1859926,597109,32.10
20,331,DABUR,EQ,1899152,1139352,59.99
20,332,DALBHARAT,EQ,171871,104386,60.74
20,333,DALMIASUG,EQ,215144,89031,41.38
20,334,DAMODARIND,EQ,20149,18109,89.88
20,335,DANGEE,EQ,45216,17701,39.15
20,336,DATAMATICS,EQ,554101,149132,26.91
20,337,DBCORP,EQ,187305,89098,47.57
20,338,DBL,EQ,292536,78350,26.78
20,339,DBSTOCKBRO,EQ,12145,2258,18.59
20,340,DCAL,EQ,475854,239973,50.43
20,341,DCBBANK,EQ,1430057,518504,36.26
20,342,DCM,EQ,22429,13279,59.20
20,343,DCMSHRIRAM,EQ,95891,41454,43.23
20,344,DCW,EQ,2736296,819137,29.94
20,345,DECCANCE,EQ,44290,16830,38.00
20,346,DEEPAKFERT,EQ,1483647,496420,33.46
20,347,DEEPAKNTR,EQ,1036169,158411,15.29
20,348,DEEPENR,EQ,66905,34469,51.52
20,349,DELTACORP,EQ,7031035,1957285,27.84
20,350,DELTAMAGNT,EQ,13535,7309,54.00
20,351,DEN,EQ,501490,244831,48.82
20,352,DENORA,EQ,12104,7692,63.55
20,353,DEVIT,SM,3000,0,0.00
20,354,DFMFOODS,EQ,38101,17676,46.39
20,355,DGCONTENT,EQ,32356,24145,74.62
20,356,DHAMPURSUG,EQ,449082,102413,22.80
20,357,DHANBANK,EQ,1771885,635431,35.86
20,358,DHANI,EQ,2767256,1630803,58.93
20,359,DHANILOANS,N1,605,605,100.00
20,360,DHANILOANS,N3,295,295,100.00
20,361,DHANILOANS,N8,90,90,100.00
20,362,DHANILOANS,ND,10,10,100.00
20,363,DHANILOANS,NQ,10,10,100.00
20,364,DHANIPP,E1,88882,38218,43.00
20,365,DHANUKA,EQ,29670,16031,54.03
20,366,DHARSUGAR,EQ,32606,26753,82.05
20,367,DHFL,EQ,2038849,1232382,60.44
20,368,DHFL,N6,1,1,100.00
20,369,DHFL,NA,1569,1565,99.75
20,370,DHFL,NC,80,75,93.75
20,371,DHFL,NF,30,20,66.67
20,372,DHFL,NP,4048,2923,72.21
20,373,DHFL,NQ,1125,430,38.22
20,374,DHFL,NS,160,160,100.00
20,375,DHFL,NX,94,90,95.74
20,376,DHFL,NY,97,96,98.97
20,377,DHUNINV,EQ,1997,919,46.02
20,378,DIAMONDYD,EQ,6712,3398,50.63
20,379,DICIND,EQ,2635,1202,45.62
20,380,DISHTV,EQ,14876255,10020464,67.36
20,381,DIVISLAB,EQ,1744235,983068,56.36
20,382,DIXON,EQ,423802,164300,38.77
20,383,DLF,EQ,9077585,1766779,19.46
20,384,DLINKINDIA,EQ,275204,90769,32.98
20,385,DMART,EQ,570995,241893,42.36
20,386,DNAMEDIA,EQ,220292,110531,50.17
20,387,DOLAT,EQ,647077,161784,25.00
20,388,DOLLAR,EQ,73052,27658,37.86
20,389,DONEAR,EQ,67851,30003,44.22
20,390,DPABHUSHAN,EQ,7221,5132,71.07
20,391,DPSCLTD,EQ,110793,83909,75.73
20,392,DPWIRES,EQ,18858,11288,59.86
20,393,DREDGECORP,EQ,208335,62029,29.77
20,394,DRREDDY,EQ,1412415,553657,39.20
20,395,DSSL,EQ,78598,33028,42.02
20,396,DTIL,EQ,3698,2015,54.49
20,397,DUCON,EQ,411034,259010,63.01
20,398,DVL,EQ,50118,32350,64.55
20,399,DWARKESH,EQ,1392888,708737,50.88
20,400,DYNAMATECH,EQ,8452,3023,35.77
20,401,DYNPRO,EQ,51132,18685,36.54
20,402,E2E,SM,6000,6000,100.00
20,403,EASEMYTRIP,EQ,42658002,11127189,26.08
20,404,EBBETF0423,EQ,2283,2100,91.98
20,405,EBBETF0425,EQ,44026,41959,95.31
20,406,EBBETF0430,EQ,4556,3793,83.25
20,407,EBBETF0431,EQ,19409,18466,95.14
20,408,EBIXFOREX,EQ,3089,1652,53.48
20,409,ECLERX,EQ,40762,17423,42.74
20,410,ECLFINANCE,NE,80,80,100.00
20,411,ECLFINANCE,NF,2557,2181,85.30
20,412,ECLFINANCE,NG,863,708,82.04
20,413,ECLFINANCE,NH,310,310,100.00
20,414,ECLFINANCE,NI,836,836,100.00
20,415,ECLFINANCE,NJ,154,128,83.12
20,416,ECLFINANCE,NK,2209,2188,99.05
20,417,ECLFINANCE,NM,1252,1175,93.85
20,418,ECLFINANCE,NN,237,237,100.00
20,419,ECLFINANCE,NO,891,687,77.10
20,420,ECLFINANCE,NQ,105,105,100.00
20,421,ECLFINANCE,NR,1701,1589,93.42
20,422,ECLFINANCE,NS,93,72,77.42
20,423,EDELWEISS,EQ,12155420,7696492,63.32
20,424,EHFLNCD,N5,312,280,89.74
20,425,EHFLNCD,N6,4130,4130,100.00
20,426,EHFLNCD,N7,45,45,100.00
20,427,EICHERMOT,EQ,906718,316050,34.86
20,428,EIDPARRY,EQ,140521,81587,58.06
20,429,EIFFL,SM,26400,25600,96.97
20,430,EIHAHOTELS,EQ,11464,5145,44.88
20,431,EIHOTEL,EQ,1296041,764068,58.95
20,432,EIMCOELECO,EQ,2978,2390,80.26
20,433,EKC,EQ,734381,274355,37.36
20,434,ELECON,EQ,763798,436603,57.16
20,435,ELECTCAST,EQ,621605,418751,67.37
20,436,ELECTHERM,EQ,32321,19345,59.85
20,437,ELGIEQUIP,EQ,106116,50820,47.89
20,438,ELGIRUBCO,EQ,43927,29266,66.62
20,439,EMAMILTD,EQ,833464,604994,72.59
20,440,EMAMIPAP,EQ,348082,132927,38.19
20,441,EMAMIREAL,EQ,28303,17340,61.27
20,442,EMBASSY,RR,4917400,4316800,87.79
20,443,EMKAY,EQ,76584,39412,51.46
20,444,EMMBI,EQ,96901,47705,49.23
20,445,EMOFSR1RDP,MF,4600,4000,86.96
20,446,EMOFSR1RGG,MF,196388,171298,87.22
20,447,ENDURANCE,EQ,54518,25003,45.86
20,448,ENGINERSIN,EQ,7126533,3262759,45.78
20,449,ENIL,EQ,171379,98930,57.73
20,450,EPL,EQ,3705991,3366333,90.83
20,451,EQ30,EQ,28,28,100.00
20,452,EQUITAS,EQ,1973656,686753,34.80
20,453,EQUITASBNK,EQ,1102787,527535,47.84
20,454,ERFLNCDI,N4,195,195,100.00
20,455,ERFLNCDI,N5,495,445,89.90
20,456,ERFLNCDI,N6,25,25,100.00
20,457,ERIS,EQ,1513903,1302296,86.02
20,458,EROSMEDIA,EQ,334808,200750,59.96
20,459,ESABINDIA,EQ,15661,6872,43.88
20,460,ESCORTS,EQ,962739,362024,37.60
20,461,ESSARSHPNG,EQ,128586,68902,53.58
20,462,ESTER,EQ,350032,108160,30.90
20,463,EVEREADY,EQ,729898,203626,27.90
20,464,EVERESTIND,EQ,74812,28020,37.45
20,465,EXCEL,EQ,45692,27880,61.02
20,466,EXCELINDUS,EQ,15146,6798,44.88
20,467,EXIDEIND,EQ,5432982,3026781,55.71
20,468,EXPLEOSOL,EQ,22515,9392,41.71
20,469,FACT,EQ,704514,129814,18.43
20,470,FAIRCHEMOR,EQ,60596,43571,71.90
20,471,FCL,EQ,757901,524858,69.25
20,472,FCONSUMER,EQ,12572414,7438758,59.17
20,473,FDC,EQ,134839,69197,51.32
20,474,FEDERALBNK,EQ,29696921,7117393,23.97
20,475,FEL,EQ,2802524,1665372,59.42
20,476,FELDVR,EQ,161847,94478,58.37
20,477,FIEMIND,EQ,14906,7775,52.16
20,478,FILATEX,EQ,1499424,932753,62.21
20,479,FINCABLES,EQ,247372,146149,59.08
20,480,FINEORG,EQ,56135,19269,34.33
20,481,FINPIPE,EQ,65937,31236,47.37
20,482,FLFL,EQ,193206,169038,87.49
20,483,FLUOROCHEM,EQ,24225,11733,48.43
20,484,FMGOETZE,EQ,9273,7033,75.84
20,485,FMNL,EQ,23884,23884,100.00
20,486,FORCEMOT,EQ,16133,6099,37.80
20,487,FORTIS,EQ,4520119,1657455,36.67
20,488,FOSECOIND,EQ,1362,953,69.97
20,489,FRETAIL,EQ,4173557,3359802,80.50
20,490,FSC,EQ,31650,31610,99.87
20,491,FSL,EQ,12940126,7604726,58.77
20,492,G5,EQ,65928,42853,65.00
20,493,GABRIEL,EQ,469775,174659,37.18
20,494,GAEL,EQ,365716,89768,24.55
20,495,GAIL,EQ,42264808,16643225,39.38
20,496,GAL,EQ,301021,276299,91.79
20,497,GALAXYSURF,EQ,12685,5243,41.33
20,498,GALLANTT,EQ,56577,29198,51.61
20,499,GALLISPAT,EQ,13102,9739,74.33
20,500,GAMMNINFRA,EQ,2723033,1807069,66.36
20,501,GANDHITUBE,EQ,4385,2744,62.58
20,502,GANECOS,EQ,34390,17984,52.29
20,503,GANESHHOUC,EQ,124321,94245,75.81
20,504,GANGAFORGE,SM,56000,48000,85.71
20,505,GANGESSECU,EQ,3566,2878,80.71
20,506,GARFIBRES,EQ,32270,7830,24.26
20,507,GATI,EQ,773539,305147,39.45
20,508,GAYAPROJ,EQ,665586,390749,58.71
20,509,GBGLOBAL,EQ,4755,4755,100.00
20,510,GDL,EQ,97251,47200,48.53
20,511,GEECEE,EQ,104361,29046,27.83
20,512,GEEKAYWIRE,EQ,16660,16120,96.76
20,513,GENCON,EQ,27850,19968,71.70
20,514,GENUSPAPER,EQ,233802,171684,73.43
20,515,GENUSPOWER,EQ,644487,353274,54.81
20,516,GEOJITFSL,EQ,580917,282141,48.57
20,517,GEPIL,EQ,97437,42837,43.96
20,518,GESHIP,EQ,299004,182590,61.07
20,519,GET&D,EQ,235629,83466,35.42
20,520,GFLLIMITED,EQ,643675,205302,31.90
20,521,GFSTEELS,EQ,2800,2800,100.00
20,522,GHCL,EQ,104018,43657,41.97
20,523,GICHSGFIN,EQ,407031,147724,36.29
20,524,GICRE,EQ,6611784,4983370,75.37
20,525,GILLANDERS,EQ,7887,6941,88.01
20,526,GILLETTE,EQ,25174,18606,73.91
20,527,GINNIFILA,EQ,136519,100999,73.98
20,528,GIPCL,EQ,386533,169433,43.83
20,529,GIRIRAJ,SM,3600,2400,66.67
20,530,GISOLUTION,EQ,3141,2329,74.15
20,531,GKWLIMITED,EQ,2088,507,24.28
20,532,GLAND,EQ,232581,104360,44.87
20,533,GLAXO,EQ,46137,27143,58.83
20,534,GLENMARK,EQ,1224939,377400,30.81
20,535,GLFL,EQ,35732,27909,78.11
20,536,GLOBAL,EQ,4008,3144,78.44
20,537,GLOBUSSPR,EQ,216668,58383,26.95
20,538,GMBREW,EQ,48338,28057,58.04
20,539,GMDCLTD,EQ,2478018,639303,25.80
20,540,GMMPFAUDLR,EQ,76245,25893,33.96
20,541,GMRINFRA,EQ,21779672,7219451,33.15
