Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,18032021,966686887,0001852
Trade Date <18-MAR-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,199,BDL,EQ,259873,106700,41.06
20,200,BEARDSELL,EQ,5287,4784,90.49
20,201,BECTORFOOD,EQ,421042,160406,38.10
20,202,BEDMUTHA,EQ,4293,2609,60.77
20,203,BEL,EQ,15117744,6400172,42.34
20,204,BEML,EQ,935260,169776,18.15
20,205,BEPL,EQ,1050697,442270,42.09
20,206,BERGEPAINT,EQ,608978,126519,20.78
20,207,BESTAGRO,EQ,11717,5926,50.58
20,208,BETA,SM,12000,12000,100.00
20,209,BFINVEST,EQ,25519,10968,42.98
20,210,BFUTILITIE,EQ,163156,54234,33.24
20,211,BGRENERGY,EQ,159813,73491,45.99
20,212,BHAGERIA,EQ,102203,66499,65.07
20,213,BHAGYAPROP,EQ,13402,12885,96.14
20,214,BHARATFORG,EQ,1811009,484329,26.74
20,215,BHARATGEAR,EQ,22902,10715,46.79
20,216,BHARATRAS,EQ,1418,738,52.05
20,217,BHARTIARTL,EQ,12235615,3969755,32.44
20,218,BHEL,EQ,158412104,18721765,11.82
20,219,BIGBLOC,EQ,9388,5600,59.65
20,220,BIL,EQ,2825,2726,96.50
20,221,BINDALAGRO,EQ,69663,42382,60.84
20,222,BIOCON,EQ,2764770,1151129,41.64
20,223,BIRET,RR,933800,835200,89.44
20,224,BIRLACABLE,EQ,402227,115225,28.65
20,225,BIRLACORPN,EQ,215190,143566,66.72
20,226,BIRLAMONEY,EQ,245278,65924,26.88
20,227,BIRLATYRE,EQ,316332,207693,65.66
20,228,BKMINDST,EQ,120064,88809,73.97
20,229,BLISSGVS,EQ,2233873,725818,32.49
20,230,BLS,EQ,175014,94095,53.76
20,231,BLUEDART,EQ,19653,7288,37.08
20,232,BLUESTARCO,EQ,99857,46535,46.60
20,233,BODALCHEM,EQ,2040071,557457,27.33
20,234,BOHRA,SM,2000,2000,100.00
20,235,BOMDYEING,EQ,3485145,570959,16.38
20,236,BOROLTD,EQ,128595,86624,67.36
20,237,BORORENEW,EQ,325777,197343,60.58
20,238,BOSCHLTD,EQ,35767,8706,24.34
20,239,BPCL,EQ,13180981,6233343,47.29
20,240,BPL,EQ,97305,63719,65.48
20,241,BRFL,EQ,172814,129363,74.86
20,242,BRIGADE,EQ,211858,118062,55.73
20,243,BRIGHT,SM,18000,12000,66.67
20,244,BRITANNIA,EQ,430166,226735,52.71
20,245,BRITANNIA,N2,3157,2817,89.23
20,246,BRNL,EQ,49039,31658,64.56
20,247,BROOKS,EQ,15713,10553,67.16
20,248,BSE,EQ,235637,139638,59.26
20,249,BSELINFRA,EQ,16471,15471,93.93
20,250,BSL,EQ,22892,9851,43.03
20,251,BSLGOLDETF,EQ,431,322,74.71
20,252,BSLNIFTY,EQ,312,201,64.42
20,253,BSOFT,EQ,1100998,483707,43.93
20,254,BURGERKING,EQ,2676864,1802364,67.33
20,255,BUTTERFLY,EQ,82600,28452,34.45
20,256,BYKE,EQ,262913,158033,60.11
20,257,CADILAHC,EQ,1719710,524351,30.49
20,258,CADSYS,SM,2000,2000,100.00
20,259,CALSOFT,EQ,12583,11218,89.15
20,260,CAMLINFINE,EQ,511646,217225,42.46
20,261,CAMS,EQ,70737,35247,49.83
20,262,CANBK,EQ,20262104,2606432,12.86
20,263,CANFINHOME,EQ,893766,561571,62.83
20,264,CANTABIL,EQ,117031,28323,24.20
20,265,CAPACITE,EQ,212747,109853,51.64
20,266,CAPLIPOINT,EQ,232327,152758,65.75
20,267,CARBORUNIV,EQ,154702,52596,34.00
20,268,CAREERP,EQ,69346,25770,37.16
20,269,CARERATING,EQ,322617,261321,81.00
20,270,CASTROLIND,EQ,1109118,612337,55.21
20,271,CCHHL,EQ,55117,33828,61.37
20,272,CCL,EQ,79927,41730,52.21
20,273,CDSL,EQ,1124201,383073,34.08
20,274,CEATLTD,EQ,164001,34120,20.80
20,275,CENTENKA,EQ,84635,46540,54.99
20,276,CENTEXT,EQ,145231,93142,64.13
20,277,CENTRALBK,EQ,8879003,4934097,55.57
20,278,CENTRUM,EQ,5271604,1808253,34.30
20,279,CENTUM,EQ,8789,2269,25.82
20,280,CENTURYPLY,EQ,115219,68022,59.04
20,281,CENTURYTEX,EQ,290919,91111,31.32
20,282,CERA,EQ,6792,2652,39.05
20,283,CEREBRAINT,EQ,1069756,439838,41.12
20,284,CESC,EQ,211730,89796,42.41
20,285,CGCL,EQ,93079,11561,12.42
20,286,CGPOWER,EQ,4026894,2542892,63.15
20,287,CHALET,EQ,291151,109168,37.50
20,288,CHAMBLFERT,EQ,979873,426929,43.57
20,289,CHEMBOND,EQ,17166,10887,63.42
20,290,CHEMCON,EQ,201172,92949,46.20
20,291,CHEMFAB,EQ,53849,14929,27.72
20,292,CHENNPETRO,EQ,1009487,403523,39.97
20,293,CHOLAFIN,EQ,2318387,484696,20.91
20,294,CHOLAHLDNG,EQ,70122,32358,46.15
20,295,CIGNITITEC,EQ,49484,23533,47.56
20,296,CINELINE,EQ,39298,24335,61.92
20,297,CINEVISTA,EQ,36217,13471,37.20
20,298,CIPLA,EQ,2894624,1030659,35.61
20,299,CLEDUCATE,EQ,238995,172955,72.37
20,300,CLNINDIA,EQ,66497,36472,54.85
20,301,CMMIPL,SM,3000,3000,100.00
20,302,COALINDIA,EQ,14401450,5140648,35.70
20,303,COCHINSHIP,EQ,186981,82918,44.35
20,304,COFORGE,EQ,468053,41172,8.80
20,305,COLPAL,EQ,258831,103324,39.92
20,306,COMPINFO,EQ,266887,132556,49.67
20,307,COMPUSOFT,EQ,41182,33350,80.98
20,308,CONCOR,EQ,4099158,1575730,38.44
20,309,CONFIPET,EQ,795846,331851,41.70
20,310,CONSOFINVT,EQ,9428,5410,57.38
20,311,CONTI,SM,19998,19998,100.00
20,312,CONTROLPR,EQ,107589,65854,61.21
20,313,CORALFINAC,EQ,18795,12574,66.90
20,314,CORDSCABLE,EQ,44890,31041,69.15
20,315,COROMANDEL,EQ,195267,107019,54.81
20,316,COSMOFILMS,EQ,192300,90538,47.08
20,317,CPSEETF,EQ,7158014,6054396,84.58
20,318,CREATIVE,EQ,14710,4339,29.50
20,319,CREATIVEYE,EQ,7000,7000,100.00
20,320,CREDITACC,EQ,299727,256757,85.66
20,321,CREST,EQ,8876,3912,44.07
20,322,CRISIL,EQ,8332,4137,49.65
20,323,CROMPTON,EQ,2486638,1660723,66.79
20,324,CSBBANK,EQ,236719,98211,41.49
20,325,CTE,EQ,8409,6665,79.26
20,326,CUB,EQ,4038162,1729423,42.83
20,327,CUBEXTUB,EQ,11302,8534,75.51
20,328,CUMMINSIND,EQ,1822115,504265,27.67
20,329,CUPID,EQ,91724,49508,53.97
20,330,CYBERTECH,EQ,173669,85724,49.36
20,331,CYIENT,EQ,705587,174891,24.79
20,332,DAAWAT,EQ,2533886,881287,34.78
20,333,DABUR,EQ,1333801,665991,49.93
20,334,DALBHARAT,EQ,386445,169778,43.93
20,335,DALMIASUG,EQ,242924,103930,42.78
20,336,DAMODARIND,EQ,62852,44373,70.60
20,337,DANGEE,EQ,18940,5607,29.60
20,338,DATAMATICS,EQ,768625,272433,35.44
20,339,DBCORP,EQ,169190,79718,47.12
20,340,DBL,EQ,492010,75940,15.43
20,341,DBSTOCKBRO,EQ,14605,11182,76.56
20,342,DCAL,EQ,411928,213885,51.92
20,343,DCBBANK,EQ,935442,336465,35.97
20,344,DCM,EQ,26670,19956,74.83
20,345,DCMSHRIRAM,EQ,74692,42983,57.55
20,346,DCW,EQ,3742697,971164,25.95
20,347,DECCANCE,EQ,45499,29754,65.39
20,348,DEEPAKFERT,EQ,1783253,529772,29.71
20,349,DEEPAKNTR,EQ,1149967,217576,18.92
20,350,DEEPENR,EQ,27620,17034,61.67
20,351,DELTACORP,EQ,6077886,1756396,28.90
20,352,DELTAMAGNT,EQ,4971,3045,61.26
20,353,DEN,EQ,500425,286886,57.33
20,354,DENORA,EQ,17722,11413,64.40
20,355,DFMFOODS,EQ,31482,16733,53.15
20,356,DGCONTENT,EQ,70146,58250,83.04
20,357,DHAMPURSUG,EQ,523050,122266,23.38
20,358,DHANBANK,EQ,1656275,879084,53.08
20,359,DHANI,EQ,2503276,1733001,69.23
20,360,DHANILOANS,N1,100,100,100.00
20,361,DHANILOANS,N2,100,100,100.00
20,362,DHANILOANS,N5,91,91,100.00
20,363,DHANILOANS,N8,99,99,100.00
20,364,DHANILOANS,NB,395,200,50.63
20,365,DHANILOANS,NC,30,30,100.00
20,366,DHANILOANS,NF,20,20,100.00
20,367,DHANILOANS,NG,160,160,100.00
20,368,DHANIPP,E1,51867,36723,70.80
20,369,DHANUKA,EQ,35145,16084,45.76
20,370,DHARSUGAR,EQ,27455,17476,63.65
20,371,DHFL,EQ,2561809,1513421,59.08
20,372,DHFL,N4,152,152,100.00
20,373,DHFL,N6,2,2,100.00
20,374,DHFL,NA,18,9,50.00
20,375,DHFL,NF,100,100,100.00
20,376,DHFL,NN,180,150,83.33
20,377,DHFL,NP,826,663,80.27
20,378,DHFL,NQ,39,39,100.00
20,379,DHFL,NS,680,457,67.21
20,380,DHFL,NX,60,0,0.00
20,381,DHFL,Y1,100,100,100.00
20,382,DHUNINV,EQ,2175,953,43.82
20,383,DIAMONDYD,EQ,5896,3999,67.83
20,384,DICIND,EQ,5975,4452,74.51
20,385,DISHTV,EQ,4936901,2297255,46.53
20,386,DIVISLAB,EQ,622941,184513,29.62
20,387,DIXON,EQ,926780,336441,36.30
20,388,DLF,EQ,10848676,1029804,9.49
20,389,DLINKINDIA,EQ,313510,94150,30.03
20,390,DMART,EQ,354857,107411,30.27
20,391,DNAMEDIA,EQ,64581,58203,90.12
20,392,DOLAT,EQ,580649,112661,19.40
20,393,DOLLAR,EQ,120706,94311,78.13
20,394,DONEAR,EQ,100389,24322,24.23
20,395,DPABHUSHAN,EQ,6470,4461,68.95
20,396,DPSCLTD,EQ,29578,25444,86.02
20,397,DPWIRES,EQ,3660,2834,77.43
20,398,DREDGECORP,EQ,164289,51205,31.17
20,399,DRREDDY,EQ,1210907,482673,39.86
20,400,DSML,SM,24000,18000,75.00
20,401,DSSL,EQ,54455,34353,63.09
20,402,DTIL,EQ,5227,3287,62.89
20,403,DUCON,EQ,150048,146299,97.50
20,404,DVL,EQ,36540,22957,62.83
20,405,DWARKESH,EQ,1749410,637543,36.44
20,406,DYNAMATECH,EQ,11323,8217,72.57
20,407,DYNPRO,EQ,66466,40580,61.05
20,408,E2E,SM,32000,26000,81.25
20,409,EBANK,EQ,8,5,62.50
20,410,EBBETF0423,EQ,10037,9178,91.44
20,411,EBBETF0425,EQ,44573,43090,96.67
20,412,EBBETF0430,EQ,5370,4217,78.53
20,413,EBBETF0431,EQ,10889,10715,98.40
20,414,EBIXFOREX,EQ,1302,784,60.22
20,415,EC5RG,MF,1500,1500,100.00
20,416,ECLERX,EQ,60118,23705,39.43
20,417,ECLFINANCE,NE,981,931,94.90
20,418,ECLFINANCE,NF,5261,4610,87.63
20,419,ECLFINANCE,NG,598,436,72.91
20,420,ECLFINANCE,NH,757,682,90.09
20,421,ECLFINANCE,NI,999,809,80.98
20,422,ECLFINANCE,NJ,243,243,100.00
20,423,ECLFINANCE,NK,1482,1305,88.06
20,424,ECLFINANCE,NM,1375,1287,93.60
20,425,ECLFINANCE,NN,725,725,100.00
20,426,ECLFINANCE,NO,313,268,85.62
20,427,ECLFINANCE,NP,205,205,100.00
20,428,ECLFINANCE,NQ,400,200,50.00
20,429,ECLFINANCE,NR,3164,2481,78.41
20,430,ECLFINANCE,NS,228,223,97.81
20,431,EDELWEISS,EQ,11817253,7181904,60.77
20,432,EHFLNCD,N3,1785,1709,95.74
20,433,EHFLNCD,N4,94,94,100.00
20,434,EHFLNCD,N5,92,85,92.39
20,435,EHFLNCD,N6,2725,2624,96.29
20,436,EHFLNCD,N7,20,20,100.00
20,437,EICHERMOT,EQ,1066000,373795,35.07
20,438,EIDPARRY,EQ,121659,60150,49.44
20,439,EIHAHOTELS,EQ,5323,2963,55.66
20,440,EIHOTEL,EQ,633005,300484,47.47
20,441,EIMCOELECO,EQ,1205,328,27.22
20,442,EKC,EQ,693016,355680,51.32
20,443,ELECON,EQ,906632,408328,45.04
20,444,ELECTCAST,EQ,814162,576752,70.84
20,445,ELECTHERM,EQ,11524,7223,62.68
20,446,ELGIEQUIP,EQ,109284,64192,58.74
20,447,ELGIRUBCO,EQ,25925,14064,54.25
20,448,EMAMILTD,EQ,471084,259685,55.12
20,449,EMAMIPAP,EQ,2146697,246043,11.46
20,450,EMAMIREAL,EQ,28846,23136,80.21
20,451,EMBASSY,RR,333800,228400,68.42
20,452,EMKAY,EQ,189473,106672,56.30
20,453,EMMBI,EQ,167784,73958,44.08
20,454,EMOFSR1RDP,MF,23628,23628,100.00
20,455,EMOFSR1RGG,MF,157645,157145,99.68
20,456,ENDURANCE,EQ,101583,64342,63.34
20,457,ENGINERSIN,EQ,2667737,949728,35.60
20,458,ENIL,EQ,73191,47443,64.82
20,459,EPL,EQ,413294,234356,56.70
20,460,EQ30,EQ,126,126,100.00
20,461,EQUITAS,EQ,2246747,1075874,47.89
20,462,EQUITASBNK,EQ,1173472,740508,63.10
20,463,ERFLNCDI,N4,1421,1421,100.00
20,464,ERFLNCDI,N5,80,80,100.00
20,465,ERIS,EQ,140293,68555,48.87
20,466,EROSMEDIA,EQ,276352,173718,62.86
20,467,ESABINDIA,EQ,5018,3146,62.69
20,468,ESCORTS,EQ,1120507,176501,15.75
20,469,ESSARSHPNG,EQ,55259,30701,55.56
20,470,ESTER,EQ,381132,138133,36.24
20,471,EVEREADY,EQ,510070,248083,48.64
20,472,EVERESTIND,EQ,30984,16176,52.21
20,473,EXCEL,EQ,38098,26600,69.82
20,474,EXCELINDUS,EQ,14693,7005,47.68
20,475,EXIDEIND,EQ,4997498,2128532,42.59
20,476,EXPLEOSOL,EQ,19373,11287,58.26
20,477,FACT,EQ,446289,143443,32.14
20,478,FAIRCHEMOR,EQ,13092,9622,73.50
20,479,FCL,EQ,386748,274225,70.91
20,480,FCONSUMER,EQ,3990638,2264587,56.75
20,481,FDC,EQ,153288,81136,52.93
20,482,FEDERALBNK,EQ,24059775,5800293,24.11
20,483,FEL,EQ,1293676,780421,60.33
20,484,FELDVR,EQ,64057,36876,57.57
20,485,FIEMIND,EQ,10837,5879,54.25
20,486,FILATEX,EQ,635527,421353,66.30
20,487,FILDF2GP,MF,1691,1691,100.00
20,488,FILDF2GPD,MF,403,403,100.00
20,489,FINCABLES,EQ,338237,158186,46.77
20,490,FINEORG,EQ,21848,10684,48.90
20,491,FINPIPE,EQ,52621,26390,50.15
20,492,FLFL,EQ,284080,178831,62.95
20,493,FLUOROCHEM,EQ,36777,17668,48.04
20,494,FMGOETZE,EQ,14213,10793,75.94
20,495,FMNL,EQ,68564,41768,60.92
20,496,FOCUS,SM,3000,3000,100.00
20,497,FORCEMOT,EQ,24786,10479,42.28
20,498,FORTIS,EQ,7162945,2494978,34.83
20,499,FOSECOIND,EQ,1289,843,65.40
20,500,FRETAIL,EQ,3854733,1943095,50.41
20,501,FSC,EQ,94734,68091,71.88
20,502,FSL,EQ,8235593,2243810,27.25
20,503,G5,EQ,22826,22826,100.00
20,504,GABRIEL,EQ,414369,217750,52.55
20,505,GAEL,EQ,320389,105288,32.86
20,506,GAIL,EQ,17963294,2727706,15.18
20,507,GAL,EQ,35704,25817,72.31
20,508,GALAXYSURF,EQ,14460,7195,49.76
20,509,GALLANTT,EQ,197345,92147,46.69
20,510,GALLISPAT,EQ,28361,17079,60.22
20,511,GAMMNINFRA,EQ,4398079,3302392,75.09
20,512,GANDHITUBE,EQ,3458,2173,62.84
20,513,GANECOS,EQ,57604,34007,59.04
20,514,GANESHHOUC,EQ,106369,76619,72.03
20,515,GANGAFORGE,SM,80000,48000,60.00
20,516,GANGESSECU,EQ,932,803,86.16
20,517,GARFIBRES,EQ,23189,12682,54.69
20,518,GATI,EQ,1441725,494144,34.27
20,519,GAYAPROJ,EQ,936548,529383,56.52
20,520,GBGLOBAL,EQ,5393,4245,78.71
20,521,GDL,EQ,132104,103687,78.49
20,522,GEECEE,EQ,9608,8806,91.65
20,523,GEEKAYWIRE,EQ,11639,10955,94.12
20,524,GENCON,EQ,85962,81441,94.74
20,525,GENUSPAPER,EQ,453135,290694,64.15
20,526,GENUSPOWER,EQ,667217,270864,40.60
20,527,GEOJITFSL,EQ,353698,217411,61.47
20,528,GEPIL,EQ,153605,68362,44.51
20,529,GESHIP,EQ,181713,101900,56.08
20,530,GET&D,EQ,153442,71658,46.70
20,531,GFLLIMITED,EQ,2389820,605976,25.36
20,532,GFSTEELS,EQ,2035,2035,100.00
20,533,GHCL,EQ,484216,140389,28.99
20,534,GICHSGFIN,EQ,462812,226492,48.94
20,535,GICRE,EQ,2079094,490842,23.61
20,536,GILLANDERS,EQ,14890,14037,94.27
20,537,GILLETTE,EQ,6898,4714,68.34
20,538,GINNIFILA,EQ,261693,163369,62.43
20,539,GIPCL,EQ,938730,360657,38.42
20,540,GIRIRAJ,SM,1200,1200,100.00
20,541,GISOLUTION,EQ,11209,11207,99.98
20,542,GKWLIMITED,EQ,2226,405,18.19
20,543,GLAND,EQ,204798,77675,37.93
20,544,GLAXO,EQ,24156,13883,57.47
