Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,04032021,1378452580,0001845
Trade Date <04-MAR-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,114,ARIES,EQ,57789,30694,53.11
20,115,ARIHANT,EQ,4950,4490,90.71
20,116,ARIHANTSUP,EQ,26028,14406,55.35
20,117,ARMANFIN,EQ,21283,11598,54.49
20,118,AROGRANITE,EQ,64568,28179,43.64
20,119,ARSSINFRA,EQ,21251,12297,57.87
20,120,ARTEMISMED,EQ,8211,7194,87.61
20,121,ARVIND,EQ,2103276,822408,39.10
20,122,ARVINDFASN,EQ,600110,323008,53.82
20,123,ARVSMART,EQ,181134,79120,43.68
20,124,ASAHIINDIA,EQ,145136,64910,44.72
20,125,ASAHISONG,EQ,30266,22841,75.47
20,126,ASALCBR,EQ,28106,17742,63.13
20,127,ASHAPURMIN,EQ,453358,232772,51.34
20,128,ASHIANA,EQ,93858,30729,32.74
20,129,ASHIMASYN,EQ,330296,233353,70.65
20,130,ASHOKA,EQ,2203348,706993,32.09
20,131,ASHOKLEY,EQ,19603450,5278650,26.93
20,132,ASIANHOTNR,EQ,30595,14030,45.86
20,133,ASIANPAINT,EQ,2149984,1052551,48.96
20,134,ASIANTILES,EQ,754401,358907,47.58
20,135,ASPINWALL,EQ,14417,9245,64.13
20,136,ASTEC,EQ,21181,13578,64.10
20,137,ASTERDM,EQ,271126,186084,68.63
20,138,ASTRAL,EQ,101769,57937,56.93
20,139,ASTRAMICRO,EQ,3058319,1448769,47.37
20,140,ASTRAZEN,EQ,17081,6624,38.78
20,141,ASTRON,EQ,41746,29337,70.27
20,142,ATFL,EQ,9098,5550,61.00
20,143,ATGL,EQ,4035492,1321940,32.76
20,144,ATLANTA,EQ,48513,37280,76.85
20,145,ATUL,EQ,22480,8259,36.74
20,146,ATULAUTO,EQ,119062,59708,50.15
20,147,AUBANK,EQ,2247523,636622,28.33
20,148,AURIONPRO,EQ,10027,6758,67.40
20,149,AUROPHARMA,EQ,1523420,678303,44.53
20,150,AUSOMENT,EQ,3095,2939,94.96
20,151,AUTOAXLES,EQ,9567,7054,73.73
20,152,AUTOIND,EQ,24534,16045,65.40
20,153,AVADHSUGAR,EQ,336162,141026,41.95
20,154,AVANTIFEED,EQ,237436,94330,39.73
20,155,AVTNPL,EQ,399590,192836,48.26
20,156,AWHCL,EQ,65941,27711,42.02
20,157,AXISBANK,EQ,16896947,6062735,35.88
20,158,AXISBNKETF,EQ,1549,1404,90.64
20,159,AXISCADES,EQ,60771,39362,64.77
20,160,AXISGOLD,EQ,357848,274601,76.74
20,161,AXISNIFTY,EQ,2635,1753,66.53
20,162,AYMSYNTEX,EQ,19316,17414,90.15
20,163,BAFNAPH,EQ,4092,2368,57.87
20,164,BAGFILMS,EQ,56908,42710,75.05
20,165,BAJAJ-AUTO,EQ,611769,182593,29.85
20,166,BAJAJCON,EQ,514329,319136,62.05
20,167,BAJAJELEC,EQ,496213,117782,23.74
20,168,BAJAJFINSV,EQ,412117,79987,19.41
20,169,BAJAJHIND,EQ,43043896,16161321,37.55
20,170,BAJAJHLDNG,EQ,24759,16405,66.26
20,171,BAJFINANCE,EQ,2234698,575347,25.75
20,172,BALAJITELE,EQ,187617,87544,46.66
20,173,BALAMINES,EQ,251755,102233,40.61
20,174,BALAXI,EQ,18323,2257,12.32
20,175,BALKRISIND,EQ,595935,226802,38.06
20,176,BALMLAWRIE,EQ,15609891,2664520,17.07
20,177,BALPHARMA,EQ,17565,13960,79.48
20,178,BALRAMCHIN,EQ,7812256,2836227,36.30
20,179,BANARBEADS,EQ,6204,4907,79.09
20,180,BANARISUG,EQ,4461,2488,55.77
20,181,BANCOINDIA,EQ,83477,35010,41.94
20,182,BANDHANBNK,EQ,12043621,2903179,24.11
20,183,BANG,EQ,8814,4789,54.33
20,184,BANKA,EQ,6325,5424,85.75
20,185,BANKBARODA,EQ,62171034,13291882,21.38
20,186,BANKBEES,EQ,894776,277087,30.97
20,187,BANKINDIA,EQ,4502499,1515661,33.66
20,188,BANSWRAS,EQ,10953,9288,84.80
20,189,BASF,EQ,126352,39877,31.56
20,190,BASML,EQ,79022,52637,66.61
20,191,BATAINDIA,EQ,359713,116690,32.44
20,192,BAYERCROP,EQ,21564,13764,63.83
20,193,BBL,EQ,6388,2697,42.22
20,194,BBTC,EQ,161974,52076,32.15
20,195,BCG,EQ,7894045,4527660,57.36
20,196,BCLIND,EQ,831565,380123,45.71
20,197,BCONCEPTS,SM,9000,6000,66.67
20,198,BCP,EQ,3348506,1773127,52.95
20,199,BDL,EQ,358805,140193,39.07
20,200,BEARDSELL,EQ,4160,3630,87.26
20,201,BECTORFOOD,EQ,354768,151648,42.75
20,202,BEDMUTHA,EQ,49293,13537,27.46
20,203,BEL,EQ,10111300,2604637,25.76
20,204,BEML,EQ,595932,95346,16.00
20,205,BEPL,EQ,589630,231266,39.22
20,206,BERGEPAINT,EQ,1062909,328139,30.87
20,207,BESTAGRO,EQ,1123,773,68.83
20,208,BETA,SM,2400,2400,100.00
20,209,BFINVEST,EQ,68760,34345,49.95
20,210,BFUTILITIE,EQ,427876,90413,21.13
20,211,BGRENERGY,EQ,216693,75315,34.76
20,212,BHAGERIA,EQ,48823,18294,37.47
20,213,BHAGYANGR,EQ,26922,25489,94.68
20,214,BHAGYAPROP,EQ,30344,28401,93.60
20,215,BHARATFORG,EQ,3679029,756452,20.56
20,216,BHARATGEAR,EQ,44742,28306,63.26
20,217,BHARATRAS,EQ,2542,1258,49.49
20,218,BHARTIARTL,EQ,17352483,8188706,47.19
20,219,BHEL,EQ,213396105,32616597,15.28
20,220,BIGBLOC,EQ,100769,40989,40.68
20,221,BIL,EQ,5701,4197,73.62
20,222,BINDALAGRO,EQ,104765,63851,60.95
20,223,BIOCON,EQ,1939204,638260,32.91
20,224,BIOFILCHEM,EQ,265112,187595,70.76
20,225,BIRET,RR,160400,142600,88.90
20,226,BIRLACABLE,EQ,47108,28537,60.58
20,227,BIRLACORPN,EQ,318763,128628,40.35
20,228,BIRLAMONEY,EQ,251531,117892,46.87
20,229,BIRLATYRE,EQ,347093,222641,64.14
20,230,BKMINDST,EQ,126426,87553,69.25
20,231,BLBLIMITED,EQ,236215,179773,76.11
20,232,BLISSGVS,EQ,416531,105883,25.42
20,233,BLS,EQ,117450,86583,73.72
20,234,BLUEDART,EQ,8088,2362,29.20
20,235,BLUESTARCO,EQ,187782,129001,68.70
20,236,BODALCHEM,EQ,1237958,672001,54.28
20,237,BOHRA,SM,8000,8000,100.00
20,238,BOMDYEING,EQ,11782582,2888938,24.52
20,239,BOROLTD,EQ,118034,61572,52.16
20,240,BORORENEW,EQ,491085,228040,46.44
20,241,BOSCHLTD,EQ,76917,14833,19.28
20,242,BPCL,EQ,6278311,1537295,24.49
20,243,BPL,EQ,600714,306790,51.07
20,244,BRFL,EQ,610145,599173,98.20
20,245,BRIGADE,EQ,272528,182966,67.14
20,246,BRIGHT,SM,75000,54000,72.00
20,247,BRITANNIA,EQ,537283,322909,60.10
20,248,BRITANNIA,N2,5170,4260,82.40
20,249,BRNL,EQ,107635,55871,51.91
20,250,BROOKS,EQ,240242,105429,43.88
20,251,BSE,EQ,489534,236465,48.30
20,252,BSELINFRA,EQ,10259,10259,100.00
20,253,BSL,EQ,42624,38291,89.83
20,254,BSLGOLDETF,EQ,920,683,74.24
20,255,BSLNIFTY,EQ,1098,757,68.94
20,256,BSOFT,EQ,501948,253897,50.58
20,257,BTML,SM,1200,1200,100.00
20,258,BURGERKING,EQ,3919785,1095663,27.95
20,259,BUTTERFLY,EQ,96876,33638,34.72
20,260,BYKE,EQ,16632,12610,75.82
20,261,CADILAHC,EQ,2657329,920422,34.64
20,262,CALSOFT,EQ,24799,17758,71.61
20,263,CAMLINFINE,EQ,2236456,1088497,48.67
20,264,CAMS,EQ,68531,44735,65.28
20,265,CANBK,EQ,31614453,5181737,16.39
20,266,CANFINHOME,EQ,1238853,546008,44.07
20,267,CANTABIL,EQ,132863,22911,17.24
20,268,CAPACITE,EQ,193562,88540,45.74
20,269,CAPLIPOINT,EQ,104622,57057,54.54
20,270,CAPTRUST,EQ,14642,11208,76.55
20,271,CARBORUNIV,EQ,80090,42348,52.88
20,272,CAREERP,EQ,20223,12464,61.63
20,273,CARERATING,EQ,148750,76556,51.47
20,274,CASTROLIND,EQ,2143968,1277455,59.58
20,275,CCHHL,EQ,40083,30305,75.61
20,276,CCL,EQ,302483,164545,54.40
20,277,CDSL,EQ,464705,246345,53.01
20,278,CEATLTD,EQ,186548,78481,42.07
20,279,CENTENKA,EQ,88416,39271,44.42
20,280,CENTEXT,EQ,127136,93866,73.83
20,281,CENTRALBK,EQ,9943290,5970819,60.05
20,282,CENTRUM,EQ,10008064,1725862,17.24
20,283,CENTUM,EQ,5101,3345,65.58
20,284,CENTURYPLY,EQ,221486,107242,48.42
20,285,CENTURYTEX,EQ,786208,415412,52.84
20,286,CERA,EQ,6754,3285,48.64
20,287,CEREBRAINT,EQ,334794,161130,48.13
20,288,CESC,EQ,850428,366954,43.15
20,289,CGCL,EQ,62540,12261,19.61
20,290,CGPOWER,EQ,7951361,4021469,50.58
20,291,CHALET,EQ,1220871,438199,35.89
20,292,CHAMBLFERT,EQ,1040894,347669,33.40
20,293,CHEMBOND,EQ,17953,10567,58.86
20,294,CHEMCON,EQ,121851,45175,37.07
20,295,CHEMFAB,EQ,5225,4227,80.90
20,296,CHENNPETRO,EQ,760333,356646,46.91
20,297,CHOLAFIN,EQ,2756879,691023,25.07
20,298,CHOLAHLDNG,EQ,63914,41342,64.68
20,299,CIGNITITEC,EQ,48252,26771,55.48
20,300,CINELINE,EQ,124126,57942,46.68
20,301,CINEVISTA,EQ,4411,2669,60.51
20,302,CIPLA,EQ,3640996,1204566,33.08
20,303,CLEDUCATE,EQ,17734,9172,51.72
20,304,CLNINDIA,EQ,86791,41098,47.35
20,305,COALINDIA,EQ,17162557,6576703,38.32
20,306,COCHINSHIP,EQ,531096,132586,24.96
20,307,COFORGE,EQ,165983,36066,21.73
20,308,COLPAL,EQ,476559,194391,40.79
20,309,COMPINFO,EQ,380418,223251,58.69
20,310,COMPUSOFT,EQ,27858,18996,68.19
20,311,CONCOR,EQ,15871139,3391313,21.37
20,312,CONFIPET,EQ,3429107,2137054,62.32
20,313,CONSOFINVT,EQ,81984,66840,81.53
20,314,CONTI,SM,26664,16665,62.50
20,315,CONTROLPR,EQ,11930,7914,66.34
20,316,CORALFINAC,EQ,24225,16807,69.38
20,317,CORDSCABLE,EQ,180648,100145,55.44
20,318,COROMANDEL,EQ,560820,415253,74.04
20,319,COSMOFILMS,EQ,368790,147126,39.89
20,320,CPSEETF,EQ,8348240,7552232,90.46
20,321,CREATIVE,EQ,10841,1272,11.73
20,322,CREATIVEYE,EQ,25,25,100.00
20,323,CREDITACC,EQ,87374,57560,65.88
20,324,CREST,EQ,6636,4929,74.28
20,325,CRISIL,EQ,20998,12681,60.39
20,326,CROMPTON,EQ,1537531,993769,64.63
20,327,CSBBANK,EQ,550853,287081,52.12
20,328,CTE,EQ,19092,12627,66.14
20,329,CUB,EQ,13975656,6173768,44.18
20,330,CUBEXTUB,EQ,20130,20127,99.99
20,331,CUMMINSIND,EQ,2291998,381788,16.66
20,332,CUPID,EQ,60585,35104,57.94
20,333,CYBERTECH,EQ,93531,49074,52.47
20,334,CYIENT,EQ,325824,138265,42.44
20,335,DAAWAT,EQ,10030451,3760848,37.49
20,336,DABUR,EQ,4314919,2479918,57.47
20,337,DALBHARAT,EQ,175602,124592,70.95
20,338,DALMIASUG,EQ,563395,195793,34.75
20,339,DAMODARIND,EQ,10185,7793,76.51
20,340,DANGEE,EQ,26066,8044,30.86
20,341,DATAMATICS,EQ,204726,94875,46.34
20,342,DBCORP,EQ,638522,369788,57.91
20,343,DBL,EQ,1955251,424486,21.71
20,344,DBSTOCKBRO,EQ,9740,7710,79.16
20,345,DCAL,EQ,635438,320365,50.42
20,346,DCBBANK,EQ,1343103,516582,38.46
20,347,DCI,SM,9000,9000,100.00
20,348,DCM,EQ,47544,33533,70.53
20,349,DCMSHRIRAM,EQ,384999,130610,33.92
20,350,DCW,EQ,1343926,850001,63.25
20,351,DECCANCE,EQ,249452,105910,42.46
20,352,DEEPAKFERT,EQ,1017280,297585,29.25
20,353,DEEPAKNTR,EQ,2455368,402560,16.40
20,354,DEEPENR,EQ,24836,20808,83.78
20,355,DELTACORP,EQ,4637961,1533421,33.06
20,356,DELTAMAGNT,EQ,8315,7109,85.50
20,357,DEN,EQ,348463,169223,48.56
20,358,DENORA,EQ,6441,3767,58.48
20,359,DEVIT,SM,1500,1500,100.00
20,360,DFMFOODS,EQ,35137,20447,58.19
20,361,DGCONTENT,EQ,231926,197319,85.08
20,362,DHAMPURSUG,EQ,2090075,561118,26.85
20,363,DHANBANK,EQ,7594583,4091070,53.87
20,364,DHANI,EQ,2996764,2352239,78.49
20,365,DHANILOANS,N1,103,103,100.00
20,366,DHANILOANS,N3,194,194,100.00
20,367,DHANILOANS,N5,735,735,100.00
20,368,DHANILOANS,N6,50,50,100.00
20,369,DHANILOANS,N8,50,50,100.00
20,370,DHANIPP,E1,55467,42485,76.60
20,371,DHANUKA,EQ,31153,13930,44.71
20,372,DHARSUGAR,EQ,124605,65618,52.66
20,373,DHFL,EQ,1499544,1127451,75.19
20,374,DHFL,N6,288,288,100.00
20,375,DHFL,NC,201,195,97.01
20,376,DHFL,NP,2470,1860,75.30
20,377,DHFL,NQ,49,49,100.00
20,378,DHFL,NX,276,276,100.00
20,379,DHFL,NY,100,100,100.00
20,380,DHUNINV,EQ,4756,2730,57.40
20,381,DIAMONDYD,EQ,3544,2375,67.01
20,382,DICIND,EQ,84028,34403,40.94
20,383,DISHTV,EQ,14759888,5922191,40.12
20,384,DIVISLAB,EQ,640664,294398,45.95
20,385,DIXON,EQ,37339,17484,46.83
20,386,DLF,EQ,20355344,5559504,27.31
20,387,DLINKINDIA,EQ,544656,300099,55.10
20,388,DMART,EQ,635423,283682,44.64
20,389,DOLAT,EQ,738434,352462,47.73
20,390,DOLLAR,EQ,35835,15337,42.80
20,391,DONEAR,EQ,150174,91027,60.61
20,392,DPABHUSHAN,EQ,2052,1836,89.47
20,393,DPSCLTD,EQ,35194,26978,76.66
20,394,DPWIRES,EQ,37502,25101,66.93
20,395,DREDGECORP,EQ,396060,77992,19.69
20,396,DRREDDY,EQ,1472991,597539,40.57
20,397,DSML,SM,6000,6000,100.00
20,398,DSSL,EQ,103960,47366,45.56
20,399,DTIL,EQ,7400,4176,56.43
20,400,DUCON,EQ,117120,73847,63.05
20,401,DVL,EQ,21126,13453,63.68
20,402,DWARKESH,EQ,9862045,3268884,33.15
20,403,DYNAMATECH,EQ,6340,4198,66.21
20,404,DYNPRO,EQ,47608,25161,52.85
20,405,E2E,SM,8000,6000,75.00
20,406,EBBETF0423,EQ,2296,2295,99.96
20,407,EBBETF0425,EQ,2399,2171,90.50
20,408,EBBETF0430,EQ,25414,24025,94.53
20,409,EBBETF0431,EQ,7108,6407,90.14
20,410,EBIXFOREX,EQ,22622,14098,62.32
20,411,EC2RG,MF,10000,10000,100.00
20,412,ECLERX,EQ,99776,43249,43.35
20,413,ECLFINANCE,NF,202,200,99.01
20,414,ECLFINANCE,NG,46,46,100.00
20,415,ECLFINANCE,NI,136,130,95.59
20,416,ECLFINANCE,NJ,114,114,100.00
20,417,ECLFINANCE,NK,285,280,98.25
20,418,ECLFINANCE,NN,78,76,97.44
20,419,ECLFINANCE,NO,190,190,100.00
20,420,ECLFINANCE,NQ,150,100,66.67
20,421,ECLFINANCE,NR,95,95,100.00
20,422,ECLFINANCE,NS,97,91,93.81
20,423,EDELWEISS,EQ,11702383,5614950,47.98
20,424,EHFLNCD,N5,575,550,95.65
20,425,EHFLNCD,N6,775,755,97.42
20,426,EICHERMOT,EQ,1353079,492007,36.36
20,427,EIDPARRY,EQ,443632,207526,46.78
20,428,EIFFL,SM,9600,7200,75.00
20,429,EIHAHOTELS,EQ,72613,35292,48.60
20,430,EIHOTEL,EQ,4182363,1617940,38.68
20,431,EIMCOELECO,EQ,1094,541,49.45
20,432,EKC,EQ,447601,216731,48.42
20,433,ELECON,EQ,552482,171461,31.03
20,434,ELECTCAST,EQ,1688600,951332,56.34
20,435,ELECTHERM,EQ,28772,15810,54.95
20,436,ELGIEQUIP,EQ,118378,39431,33.31
20,437,ELGIRUBCO,EQ,114283,92712,81.12
20,438,EMAMILTD,EQ,1367133,1131528,82.77
20,439,EMAMIPAP,EQ,13766,10482,76.14
20,440,EMAMIREAL,EQ,139148,81869,58.84
20,441,EMBASSY,RR,423000,334600,79.10
20,442,EMKAY,EQ,37150,24090,64.85
20,443,EMMBI,EQ,62237,32738,52.60
20,444,EMOFSR1RDP,MF,9090,9090,100.00
20,445,EMOFSR1RGG,MF,67150,67150,100.00
20,446,ENDURANCE,EQ,121275,89767,74.02
20,447,ENGINERSIN,EQ,7947459,3709078,46.67
20,448,ENIL,EQ,158599,106753,67.31
20,449,EPL,EQ,921918,582989,63.24
20,450,EQ30,EQ,27,27,100.00
20,451,EQUITAS,EQ,10384163,3058052,29.45
20,452,EQUITASBNK,EQ,12510525,3200136,25.58
20,453,ERFLNCDI,N5,15,14,93.33
20,454,ERFLNCDI,N6,337,287,85.16
20,455,ERIS,EQ,98563,71022,72.06
20,456,EROSMEDIA,EQ,614568,348414,56.69
20,457,ESABINDIA,EQ,12049,4172,34.63
20,458,ESCORTS,EQ,869460,184257,21.19
20,459,ESSARSHPNG,EQ,123255,71511,58.02
20,460,ESTER,EQ,350233,160046,45.70
20,461,EUROTEXIND,EQ,1500,1500,100.00
20,462,EVEREADY,EQ,344558,172969,50.20
20,463,EVERESTIND,EQ,39312,19392,49.33
20,464,EXCEL,EQ,56931,40147,70.52
20,465,EXCELINDUS,EQ,16281,8141,50.00
20,466,EXIDEIND,EQ,2691080,844736,31.39
20,467,EXPLEOSOL,EQ,27847,14235,51.12
20,468,FACT,EQ,2147339,612976,28.55
20,469,FAIRCHEMOR,EQ,20619,7722,37.45
20,470,FCL,EQ,770513,660791,85.76
20,471,FCONSUMER,EQ,4896393,1881514,38.43
20,472,FDC,EQ,343385,171190,49.85
20,473,FEDERALBNK,EQ,53425954,10983953,20.56
20,474,FEL,EQ,1407720,853049,60.60
20,475,FELDVR,EQ,23551,16931,71.89
20,476,FIEMIND,EQ,37020,16869,45.57
20,477,FILATEX,EQ,930028,649260,69.81
20,478,FILDF2GPD,MF,4511,4511,100.00
20,479,FINCABLES,EQ,558617,222167,39.77
20,480,FINEORG,EQ,51155,17365,33.95
20,481,FINPIPE,EQ,475842,229335,48.20
20,482,FLFL,EQ,293363,151371,51.60
20,483,FLUOROCHEM,EQ,172715,95394,55.23
20,484,FMGOETZE,EQ,38196,23482,61.48
20,485,FMNL,EQ,37293,22754,61.01
20,486,FOCUS,SM,6000,6000,100.00
20,487,FORCEMOT,EQ,37397,13902,37.17
20,488,FORTIS,EQ,6426919,2255130,35.09
20,489,FOSECOIND,EQ,1008,787,78.08
20,490,FRETAIL,EQ,3402855,1591708,46.78
20,491,FSC,EQ,74476,40300,54.11
20,492,FSL,EQ,15383205,5415234,35.20
20,493,G5,EQ,20625,17780,86.21
20,494,GABRIEL,EQ,2232666,831482,37.24
20,495,GAEL,EQ,4791413,1235724,25.79
20,496,GAIL,EQ,16585926,6368023,38.39
20,497,GAL,EQ,38770,28188,72.71
20,498,GALAXYSURF,EQ,25682,8772,34.16
20,499,GALLANTT,EQ,65555,19204,29.29
20,500,GALLISPAT,EQ,17443,10259,58.81
20,501,GAMMNINFRA,EQ,5770416,3650361,63.26
20,502,GANDHITUBE,EQ,4911,2502,50.95
20,503,GANECOS,EQ,38343,23314,60.80
20,504,GANESHHOUC,EQ,55841,32750,58.65
20,505,GANGAFORGE,SM,16000,8000,50.00
20,506,GANGESSECU,EQ,6795,4406,64.84
20,507,GARFIBRES,EQ,20249,12982,64.11
20,508,GATI,EQ,7117520,2532856,35.59
20,509,GAYAPROJ,EQ,1292805,878018,67.92
20,510,GBGLOBAL,EQ,4717,4402,93.32
20,511,GDL,EQ,404319,238629,59.02
20,512,GEECEE,EQ,25118,15610,62.15
20,513,GEEKAYWIRE,EQ,14465,13974,96.61
20,514,GENCON,EQ,196300,71944,36.65
20,515,GENUSPAPER,EQ,529304,378842,71.57
20,516,GENUSPOWER,EQ,518119,260197,50.22
20,517,GEOJITFSL,EQ,337739,194275,57.52
20,518,GEPIL,EQ,463413,205455,44.34
20,519,GESHIP,EQ,261609,117421,44.88
20,520,GET&D,EQ,668266,339276,50.77
20,521,GFLLIMITED,EQ,80628,48847,60.58
20,522,GFSTEELS,EQ,340,340,100.00
20,523,GHCL,EQ,615943,279321,45.35
20,524,GICHSGFIN,EQ,1060040,302147,28.50
20,525,GICRE,EQ,696915,350722,50.32
20,526,GILLANDERS,EQ,3989,3022,75.76
20,527,GILLETTE,EQ,2482,1571,63.30
20,528,GINNIFILA,EQ,53329,39566,74.19
20,529,GIPCL,EQ,1252874,615490,49.13
20,530,GISOLUTION,EQ,1245,740,59.44
20,531,GKWLIMITED,EQ,1205,276,22.90
20,532,GLAND,EQ,845383,358660,42.43
20,533,GLAXO,EQ,102917,49466,48.06
20,534,GLENMARK,EQ,1265418,375731,29.69
20,535,GLFL,EQ,23076,18396,79.72
20,536,GLOBAL,EQ,11363,7579,66.70
20,537,GLOBOFFS,EQ,34080,25990,76.26
20,538,GLOBUSSPR,EQ,83847,36198,43.17
20,539,GMBREW,EQ,36732,24388,66.39
20,540,GMDCLTD,EQ,1878246,557479,29.68
20,541,GMMPFAUDLR,EQ,81792,27783,33.97
