Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,10032021,884895290,0001857
Trade Date <10-MAR-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,45,ADORWELD,EQ,29492,15001,50.86
20,46,ADROITINFO,EQ,5372,5372,100.00
20,47,ADSL,EQ,151619,108680,71.68
20,48,ADVANIHOTR,EQ,57773,34827,60.28
20,49,ADVENZYMES,EQ,290383,213340,73.47
20,50,AEGISCHEM,EQ,1247734,674223,54.04
20,51,AFFLE,EQ,57203,31228,54.59
20,52,AGCNET,EQ,6464,5586,86.42
20,53,AGRITECH,EQ,7769,5787,74.49
20,54,AGROPHOS,EQ,19029,13933,73.22
20,55,AHLADA,EQ,12229,9905,81.00
20,56,AHLEAST,EQ,5959,4484,75.25
20,57,AHLUCONT,EQ,140304,120636,85.98
20,58,AHLWEST,EQ,2346,1471,62.70
20,59,AIAENG,EQ,75900,61274,80.73
20,60,AIRAN,EQ,41299,32196,77.96
20,61,AISL,SM,15600,4800,30.77
20,62,AJANTPHARM,EQ,77856,38578,49.55
20,63,AJMERA,EQ,44654,11566,25.90
20,64,AJOONI,SM,8888,8888,100.00
20,65,AKASH,EQ,44350,16809,37.90
20,66,AKG,EQ,146683,40330,27.49
20,67,AKSHARCHEM,EQ,21653,10224,47.22
20,68,AKSHOPTFBR,EQ,290214,226140,77.92
20,69,AKZOINDIA,EQ,40848,19202,47.01
20,70,ALANKIT,EQ,110262,81452,73.87
20,71,ALBERTDAVD,EQ,3389,2435,71.85
20,72,ALEMBICLTD,EQ,177137,94806,53.52
20,73,ALICON,EQ,7176,3740,52.12
20,74,ALKALI,EQ,21257,14241,66.99
20,75,ALKEM,EQ,184661,136230,73.77
20,76,ALKYLAMINE,EQ,17011,5535,32.54
20,77,ALLCARGO,EQ,317647,209235,65.87
20,78,ALLSEC,EQ,4324,2071,47.90
20,79,ALMONDZ,EQ,9252,7896,85.34
20,80,ALOKINDS,EQ,7151179,2984463,41.73
20,81,ALPA,EQ,53733,38434,71.53
20,82,ALPHAGEO,EQ,14226,9094,63.93
20,83,AMARAJABAT,EQ,420121,122520,29.16
20,84,AMBANIORG,SM,2000,2000,100.00
20,85,AMBER,EQ,126605,86220,68.10
20,86,AMBIKCO,EQ,15347,8114,52.87
20,87,AMBUJACEM,EQ,3837384,1241659,32.36
20,88,AMDIND,EQ,107371,54633,50.88
20,89,AMJLAND,EQ,4935,3538,71.69
20,90,AMJUMBO,SM,16000,8000,50.00
20,91,AMRUTANJAN,EQ,55461,30194,54.44
20,92,ANANTRAJ,EQ,1406501,671759,47.76
20,93,ANDHRACEMT,EQ,242004,167056,69.03
20,94,ANDHRAPAP,EQ,40853,19271,47.17
20,95,ANDHRSUGAR,EQ,42437,24539,57.82
20,96,ANGELBRKG,EQ,25336,12136,47.90
20,97,ANIKINDS,EQ,22513,14960,66.45
20,98,ANKITMETAL,EQ,67984,61918,91.08
20,99,ANSALAPI,EQ,101808,64149,63.01
20,100,ANSALHSG,EQ,103957,94511,90.91
20,101,ANUP,EQ,85426,78347,91.71
20,102,APARINDS,EQ,59664,35982,60.31
20,103,APCL,EQ,43102,26463,61.40
20,104,APCOTEXIND,EQ,120086,36677,30.54
20,105,APEX,EQ,97090,61021,62.85
20,106,APLAPOLLO,EQ,366662,255425,69.66
20,107,APLLTD,EQ,288734,191366,66.28
20,108,APOLLO,EQ,99530,34591,34.75
20,109,APOLLOHOSP,EQ,432551,131335,30.36
20,110,APOLLOPIPE,EQ,14850,9052,60.96
20,111,APOLLOTYRE,EQ,6197436,1493436,24.10
20,112,APOLSINHOT,EQ,621,312,50.24
20,113,APTECHT,EQ,342808,80738,23.55
20,114,ARCHIES,EQ,40372,33689,83.45
20,115,ARENTERP,EQ,4798,4660,97.12
20,116,ARIES,EQ,169677,64900,38.25
20,117,ARIHANT,EQ,2170,1763,81.24
20,118,ARIHANTSUP,EQ,27188,5409,19.89
20,119,ARMANFIN,EQ,64051,33057,51.61
20,120,AROGRANITE,EQ,10040,6625,65.99
20,121,ARSSINFRA,EQ,6662,3861,57.96
20,122,ARTEMISMED,EQ,7176,5811,80.98
20,123,ARVIND,EQ,493388,281101,56.97
20,124,ARVINDFASN,EQ,165302,71796,43.43
20,125,ARVSMART,EQ,71734,38120,53.14
20,126,ASAHIINDIA,EQ,376562,79077,21.00
20,127,ASAHISONG,EQ,30785,18310,59.48
20,128,ASALCBR,EQ,47364,32419,68.45
20,129,ASHAPURMIN,EQ,97672,56534,57.88
20,130,ASHIANA,EQ,175451,134963,76.92
20,131,ASHIMASYN,EQ,460358,329322,71.54
20,132,ASHOKA,EQ,723455,201060,27.79
20,133,ASHOKLEY,EQ,16392693,5738236,35.00
20,134,ASIANHOTNR,EQ,3565,2081,58.37
20,135,ASIANPAINT,EQ,1056102,446382,42.27
20,136,ASIANTILES,EQ,403406,242753,60.18
20,137,ASLIND,SM,4000,4000,100.00
20,138,ASPINWALL,EQ,7639,4180,54.72
20,139,ASTEC,EQ,18848,9436,50.06
20,140,ASTERDM,EQ,99420,47796,48.07
20,141,ASTRAL,EQ,494725,220495,44.57
20,142,ASTRAMICRO,EQ,599359,374705,62.52
20,143,ASTRAZEN,EQ,12034,5989,49.77
20,144,ASTRON,EQ,62694,46231,73.74
20,145,ATFL,EQ,2011,1259,62.61
20,146,ATGL,EQ,1729560,814328,47.08
20,147,ATLANTA,EQ,161044,142672,88.59
20,148,ATUL,EQ,13798,9814,71.13
20,149,ATULAUTO,EQ,75932,42228,55.61
20,150,AUBANK,EQ,1184012,297361,25.11
20,151,AURIONPRO,EQ,668351,222313,33.26
20,152,AUROPHARMA,EQ,1525849,775297,50.81
20,153,AUSOMENT,EQ,7490,5936,79.25
20,154,AUTOAXLES,EQ,4327,2967,68.57
20,155,AUTOIND,EQ,11053,8414,76.12
20,156,AVADHSUGAR,EQ,75136,30338,40.38
20,157,AVANTIFEED,EQ,281442,226342,80.42
20,158,AVTNPL,EQ,117467,64767,55.14
20,159,AWHCL,EQ,48501,19258,39.71
20,160,AXISBANK,EQ,13377990,3269198,24.44
20,161,AXISBNKETF,EQ,692,474,68.50
20,162,AXISCADES,EQ,43601,29710,68.14
20,163,AXISGOLD,EQ,137320,102456,74.61
20,164,AXISNIFTY,EQ,3500,2197,62.77
20,165,AYMSYNTEX,EQ,20884,15654,74.96
20,166,BAFNAPH,EQ,5662,5637,99.56
20,167,BAGFILMS,EQ,97811,81364,83.18
20,168,BAJAJ-AUTO,EQ,545219,194932,35.75
20,169,BAJAJCON,EQ,3334697,1217892,36.52
20,170,BAJAJELEC,EQ,116069,27281,23.50
20,171,BAJAJFINSV,EQ,244632,53398,21.83
20,172,BAJAJHIND,EQ,5633164,3109557,55.20
20,173,BAJAJHLDNG,EQ,59027,51354,87.00
20,174,BAJFINANCE,EQ,2191250,586750,26.78
20,175,BALAJITELE,EQ,199251,72329,36.30
20,176,BALAMINES,EQ,66717,14486,21.71
20,177,BALAXI,EQ,15572,1780,11.43
20,178,BALKRISIND,EQ,355183,125463,35.32
20,179,BALMLAWRIE,EQ,1525190,540693,35.45
20,180,BALPHARMA,EQ,121080,45818,37.84
20,181,BALRAMCHIN,EQ,2180507,615936,28.25
20,182,BANARBEADS,EQ,13871,5906,42.58
20,183,BANARISUG,EQ,5402,320,5.92
20,184,BANCOINDIA,EQ,60413,26707,44.21
20,185,BANDHANBNK,EQ,3037997,1003695,33.04
20,186,BANG,EQ,3648,1383,37.91
20,187,BANKA,EQ,11971,9719,81.19
20,188,BANKBARODA,EQ,36342485,11705615,32.21
20,189,BANKBEES,EQ,632061,178786,28.29
20,190,BANKINDIA,EQ,3786508,1409083,37.21
20,191,BANSWRAS,EQ,14734,10288,69.82
20,192,BASF,EQ,38093,16020,42.05
20,193,BASML,EQ,36601,21827,59.63
20,194,BATAINDIA,EQ,399175,93811,23.50
20,195,BAYERCROP,EQ,32564,23645,72.61
20,196,BBL,EQ,7195,3258,45.28
20,197,BBTC,EQ,59847,20980,35.06
20,198,BCG,EQ,571531,571531,100.00
20,199,BCLIND,EQ,41477,25159,60.66
20,200,BCONCEPTS,SM,9000,9000,100.00
20,201,BCP,EQ,1181843,667455,56.48
20,202,BDL,EQ,358895,239102,66.62
20,203,BEARDSELL,EQ,1848,1670,90.37
20,204,BECTORFOOD,EQ,206693,73597,35.61
20,205,BEDMUTHA,EQ,860,655,76.16
20,206,BEL,EQ,8082556,3579685,44.29
20,207,BEML,EQ,3235729,308776,9.54
20,208,BEPL,EQ,391461,140402,35.87
20,209,BERGEPAINT,EQ,700830,222337,31.72
20,210,BESTAGRO,EQ,2195,1013,46.15
20,211,BETA,SM,4800,4000,83.33
20,212,BFINVEST,EQ,34337,12211,35.56
20,213,BFUTILITIE,EQ,219302,48786,22.25
20,214,BGRENERGY,EQ,65609,40759,62.12
20,215,BHAGERIA,EQ,23434,15173,64.75
20,216,BHAGYANGR,EQ,78454,45822,58.41
20,217,BHAGYAPROP,EQ,1289,1189,92.24
20,218,BHARATFORG,EQ,1609145,312083,19.39
20,219,BHARATGEAR,EQ,178288,93067,52.20
20,220,BHARATRAS,EQ,1085,712,65.62
20,221,BHARTIARTL,EQ,18663334,7463429,39.99
20,222,BHEL,EQ,85630459,15078972,17.61
20,223,BIGBLOC,EQ,3962,3712,93.69
20,224,BIL,EQ,4360,2373,54.43
20,225,BINDALAGRO,EQ,55724,31336,56.23
20,226,BIOCON,EQ,7942179,3184971,40.10
20,227,BIOFILCHEM,EQ,198617,116943,58.88
20,228,BIRET,RR,89200,76600,85.87
20,229,BIRLACABLE,EQ,108744,50882,46.79
20,230,BIRLACORPN,EQ,62358,27990,44.89
20,231,BIRLAMONEY,EQ,99747,46054,46.17
20,232,BIRLATYRE,EQ,328962,270279,82.16
20,233,BKMINDST,EQ,35578,31927,89.74
20,234,BLBLIMITED,EQ,59259,30116,50.82
20,235,BLISSGVS,EQ,639557,254961,39.87
20,236,BLS,EQ,3358556,958666,28.54
20,237,BLUEDART,EQ,59889,22309,37.25
20,238,BLUESTARCO,EQ,74430,42611,57.25
20,239,BODALCHEM,EQ,1820493,859006,47.19
20,240,BOHRA,SM,2000,2000,100.00
20,241,BOMDYEING,EQ,3216474,702195,21.83
20,242,BOROLTD,EQ,168372,84185,50.00
20,243,BORORENEW,EQ,758491,278681,36.74
20,244,BOSCHLTD,EQ,21778,5290,24.29
20,245,BPCL,EQ,11745802,4421150,37.64
20,246,BPL,EQ,116906,86978,74.40
20,247,BRFL,EQ,273038,204925,75.05
20,248,BRIGADE,EQ,228295,158773,69.55
20,249,BRIGHT,SM,9000,9000,100.00
20,250,BRITANNIA,EQ,270942,120396,44.44
20,251,BRITANNIA,N2,3443,3369,97.85
20,252,BRNL,EQ,35588,25465,71.56
20,253,BROOKS,EQ,14472,7664,52.96
20,254,BSE,EQ,141222,62020,43.92
20,255,BSELINFRA,EQ,18937,18937,100.00
20,256,BSL,EQ,46739,19256,41.20
20,257,BSLGOLDETF,EQ,558,391,70.07
20,258,BSLNIFTY,EQ,1024,986,96.29
20,259,BSOFT,EQ,2194525,573661,26.14
20,260,BURGERKING,EQ,1065217,628545,59.01
20,261,BUTTERFLY,EQ,40819,12204,29.90
20,262,BYKE,EQ,63786,43557,68.29
20,263,CADILAHC,EQ,1153308,297570,25.80
20,264,CALSOFT,EQ,21467,18072,84.19
20,265,CAMLINFINE,EQ,1519162,1213846,79.90
20,266,CAMS,EQ,34000,17077,50.23
20,267,CANBK,EQ,9826429,1630502,16.59
20,268,CANFINHOME,EQ,3397677,1224458,36.04
20,269,CANTABIL,EQ,103861,22337,21.51
20,270,CAPACITE,EQ,56937,32309,56.75
20,271,CAPLIPOINT,EQ,66098,33709,51.00
20,272,CAPTRUST,EQ,459024,102127,22.25
20,273,CARBORUNIV,EQ,89081,57037,64.03
20,274,CAREERP,EQ,26833,14391,53.63
20,275,CARERATING,EQ,72040,41757,57.96
20,276,CASTROLIND,EQ,911705,620692,68.08
20,277,CCHHL,EQ,37467,31660,84.50
20,278,CCL,EQ,158119,78185,49.45
20,279,CDSL,EQ,377183,186441,49.43
20,280,CEATLTD,EQ,77418,29885,38.60
20,281,CENTENKA,EQ,119356,23793,19.93
20,282,CENTEXT,EQ,52680,39038,74.10
20,283,CENTRALBK,EQ,12776811,6439407,50.40
20,284,CENTRUM,EQ,5008155,1718948,34.32
20,285,CENTUM,EQ,3317,2786,83.99
20,286,CENTURYPLY,EQ,146087,68361,46.79
20,287,CENTURYTEX,EQ,548535,157273,28.67
20,288,CERA,EQ,7367,3142,42.65
20,289,CEREBRAINT,EQ,1170093,416841,35.62
20,290,CESC,EQ,214961,100019,46.53
20,291,CGCL,EQ,56047,10156,18.12
20,292,CGPOWER,EQ,2218263,1652083,74.48
20,293,CHALET,EQ,202856,78510,38.70
20,294,CHAMBLFERT,EQ,1585092,1295403,81.72
20,295,CHEMBOND,EQ,347523,137213,39.48
20,296,CHEMCON,EQ,129682,48025,37.03
20,297,CHEMFAB,EQ,2249,1812,80.57
20,298,CHENNPETRO,EQ,808550,328085,40.58
20,299,CHOLAFIN,EQ,5035581,1005553,19.97
20,300,CHOLAHLDNG,EQ,71732,32633,45.49
20,301,CIGNITITEC,EQ,74271,56098,75.53
20,302,CINELINE,EQ,29864,15729,52.67
20,303,CINEVISTA,EQ,11193,10792,96.42
20,304,CIPLA,EQ,2512573,753186,29.98
20,305,CLEDUCATE,EQ,45827,26321,57.44
20,306,CLNINDIA,EQ,28483,15231,53.47
20,307,COALINDIA,EQ,10788943,3431221,31.80
20,308,COCHINSHIP,EQ,245456,117758,47.98
20,309,COFORGE,EQ,1193338,166781,13.98
20,310,COLPAL,EQ,418778,176492,42.14
20,311,COMPINFO,EQ,313132,249162,79.57
20,312,COMPUSOFT,EQ,141278,86855,61.48
20,313,CONCOR,EQ,2596632,884756,34.07
20,314,CONFIPET,EQ,1814469,777751,42.86
20,315,CONSOFINVT,EQ,10442,9155,87.67
20,316,CONTROLPR,EQ,3906,3184,81.52
20,317,CORALFINAC,EQ,4624,3674,79.46
20,318,CORDSCABLE,EQ,100028,54985,54.97
20,319,COROMANDEL,EQ,387888,314020,80.96
20,320,COSMOFILMS,EQ,178107,68125,38.25
20,321,CPSEETF,EQ,2074537,1585852,76.44
20,322,CREATIVE,EQ,13871,3156,22.75
20,323,CREATIVEYE,EQ,127,127,100.00
20,324,CREDITACC,EQ,119171,60370,50.66
20,325,CREST,EQ,2044,1195,58.46
20,326,CRISIL,EQ,29496,17689,59.97
20,327,CROMPTON,EQ,839464,509589,60.70
20,328,CSBBANK,EQ,792901,248629,31.36
20,329,CTE,EQ,13820,9861,71.35
20,330,CUB,EQ,3134003,1324841,42.27
20,331,CUBEXTUB,EQ,7499,6443,85.92
20,332,CUMMINSIND,EQ,1138075,273211,24.01
20,333,CUPID,EQ,522579,195565,37.42
20,334,CYBERTECH,EQ,857491,441336,51.47
20,335,CYIENT,EQ,540465,177661,32.87
20,336,DAAWAT,EQ,4220263,1583355,37.52
20,337,DABUR,EQ,2158157,850661,39.42
20,338,DALBHARAT,EQ,54717,29438,53.80
20,339,DALMIASUG,EQ,218367,96488,44.19
20,340,DAMODARIND,EQ,55042,19918,36.19
20,341,DANGEE,EQ,31231,24049,77.00
20,342,DATAMATICS,EQ,239955,82095,34.21
20,343,DBCORP,EQ,141131,49895,35.35
20,344,DBL,EQ,153682,38585,25.11
20,345,DBSTOCKBRO,EQ,1391,1231,88.50
20,346,DCAL,EQ,718615,247738,34.47
20,347,DCBBANK,EQ,1118197,378479,33.85
20,348,DCM,EQ,11436,7753,67.79
20,349,DCMSHRIRAM,EQ,76534,43821,57.26
20,350,DCW,EQ,3667473,1676641,45.72
20,351,DECCANCE,EQ,17496,10631,60.76
20,352,DEEPAKFERT,EQ,896525,312772,34.89
20,353,DEEPAKNTR,EQ,1170778,197855,16.90
20,354,DEEPENR,EQ,35870,22018,61.38
20,355,DELTACORP,EQ,3051194,971057,31.83
20,356,DELTAMAGNT,EQ,7318,6589,90.04
20,357,DEN,EQ,864967,509504,58.90
20,358,DENORA,EQ,22212,9942,44.76
20,359,DEVIT,SM,1500,1500,100.00
20,360,DFMFOODS,EQ,27331,13010,47.60
20,361,DGCONTENT,EQ,425175,403473,94.90
20,362,DHAMPURSUG,EQ,400634,151785,37.89
20,363,DHANBANK,EQ,1040319,651920,62.67
20,364,DHANI,EQ,2448102,1447727,59.14
20,365,DHANILOANS,N2,181,181,100.00
20,366,DHANILOANS,N3,50,50,100.00
20,367,DHANILOANS,N4,44,44,100.00
20,368,DHANILOANS,N5,401,193,48.13
20,369,DHANILOANS,N6,121,121,100.00
20,370,DHANILOANS,N7,10,10,100.00
20,371,DHANILOANS,N8,210,210,100.00
20,372,DHANILOANS,ND,105,105,100.00
20,373,DHANILOANS,NF,11,11,100.00
20,374,DHANILOANS,NQ,3,3,100.00
20,375,DHANIPP,E1,80938,58766,72.61
20,376,DHANUKA,EQ,49110,26987,54.95
20,377,DHARSUGAR,EQ,63775,58057,91.03
20,378,DHFL,EQ,1993829,1206730,60.52
20,379,DHFL,N6,323,323,100.00
20,380,DHFL,NA,200,200,100.00
20,381,DHFL,NC,3485,3485,100.00
20,382,DHFL,NN,240,240,100.00
20,383,DHFL,NP,457,260,56.89
20,384,DHFL,NQ,277,275,99.28
20,385,DHFL,NS,206,206,100.00
20,386,DHFL,Y1,195,195,100.00
20,387,DHUNINV,EQ,4277,1332,31.14
20,388,DIAMONDYD,EQ,8219,2830,34.43
20,389,DICIND,EQ,12697,6403,50.43
20,390,DISHTV,EQ,5647998,2818721,49.91
20,391,DIVISLAB,EQ,421799,200120,47.44
20,392,DIXON,EQ,39205,17863,45.56
20,393,DLF,EQ,4810951,850198,17.67
20,394,DLINKINDIA,EQ,156099,60929,39.03
20,395,DMART,EQ,252903,127576,50.44
20,396,DOLAT,EQ,434827,138921,31.95
20,397,DOLLAR,EQ,64070,36927,57.64
20,398,DONEAR,EQ,130627,21535,16.49
20,399,DPABHUSHAN,EQ,1776,1114,62.73
20,400,DPSCLTD,EQ,24479,21884,89.40
20,401,DPWIRES,EQ,6368,4159,65.31
20,402,DREDGECORP,EQ,371646,67950,18.28
20,403,DRREDDY,EQ,629961,232311,36.88
20,404,DSML,SM,6000,6000,100.00
20,405,DSSL,EQ,98378,51658,52.51
20,406,DTIL,EQ,4788,3147,65.73
20,407,DUCON,EQ,138327,104481,75.53
20,408,DVL,EQ,86226,45788,53.10
20,409,DWARKESH,EQ,1520365,586375,38.57
20,410,DYNAMATECH,EQ,18616,15251,81.92
20,411,DYNPRO,EQ,256034,66706,26.05
20,412,EBANK,EQ,2,2,100.00
20,413,EBBETF0423,EQ,5606,4978,88.80
20,414,EBBETF0425,EQ,3986,3964,99.45
20,415,EBBETF0430,EQ,7935,7313,92.16
20,416,EBBETF0431,EQ,17949,16690,92.99
20,417,EBIXFOREX,EQ,10805,5789,53.58
20,418,EC2RG,MF,5000,5000,100.00
20,419,ECLERX,EQ,124130,109350,88.09
20,420,ECLFINANCE,NF,901,901,100.00
20,421,ECLFINANCE,NG,384,384,100.00
20,422,ECLFINANCE,NI,27,27,100.00
20,423,ECLFINANCE,NJ,130,130,100.00
20,424,ECLFINANCE,NK,25,25,100.00
20,425,ECLFINANCE,NM,421,421,100.00
20,426,ECLFINANCE,NN,4,3,75.00
20,427,ECLFINANCE,NO,390,340,87.18
20,428,ECLFINANCE,NP,54,54,100.00
20,429,ECLFINANCE,NR,157,107,68.15
20,430,ECLFINANCE,NS,284,238,83.80
20,431,EDELWEISS,EQ,11933408,5404581,45.29
20,432,EHFLNCD,N4,158,158,100.00
20,433,EHFLNCD,N5,30,30,100.00
20,434,EHFLNCD,N6,105,105,100.00
20,435,EICHERMOT,EQ,1977416,369250,18.67
20,436,EIDPARRY,EQ,253953,112081,44.13
20,437,EIFFL,SM,4000,4000,100.00
20,438,EIHAHOTELS,EQ,11206,8011,71.49
20,439,EIHOTEL,EQ,334035,176555,52.86
20,440,EIMCOELECO,EQ,2477,922,37.22
20,441,EKC,EQ,153455,73446,47.86
20,442,ELECON,EQ,923167,487856,52.85
20,443,ELECTCAST,EQ,817178,493382,60.38
20,444,ELECTHERM,EQ,19730,9683,49.08
20,445,ELGIEQUIP,EQ,270135,105151,38.93
20,446,ELGIRUBCO,EQ,162287,76144,46.92
20,447,EMAMILTD,EQ,678320,304719,44.92
20,448,EMAMIPAP,EQ,29709,16718,56.27
20,449,EMAMIREAL,EQ,37814,26579,70.29
20,450,EMBASSY,RR,814800,589000,72.29
20,451,EMKAY,EQ,211563,143520,67.84
20,452,EMMBI,EQ,10697,7742,72.38
20,453,EMOFSR1RDP,MF,9027,9027,100.00
20,454,EMOFSR1RGG,MF,180145,180145,100.00
20,455,ENDURANCE,EQ,27942,13118,46.95
20,456,ENGINERSIN,EQ,4609893,1706385,37.02
20,457,ENIL,EQ,18995,12424,65.41
20,458,EPL,EQ,178915,94321,52.72
20,459,EQ30,EQ,29,29,100.00
20,460,EQUITAS,EQ,1715150,472301,27.54
20,461,EQUITASBNK,EQ,1847780,741834,40.15
20,462,ERFLNCDI,N6,40,40,100.00
20,463,ERIS,EQ,150412,105047,69.84
20,464,EROSMEDIA,EQ,245676,148919,60.62
20,465,ESABINDIA,EQ,4176,2807,67.22
20,466,ESCORTS,EQ,825036,194058,23.52
20,467,ESSARSHPNG,EQ,72171,43718,60.58
20,468,ESTER,EQ,193633,87831,45.36
20,469,EUROTEXIND,EQ,1,1,100.00
20,470,EVEREADY,EQ,282841,124001,43.84
20,471,EVERESTIND,EQ,100890,50052,49.61
20,472,EXCEL,EQ,85311,74996,87.91
20,473,EXCELINDUS,EQ,10119,5348,52.85
20,474,EXIDEIND,EQ,3256102,1710763,52.54
20,475,EXPLEOSOL,EQ,7443,5185,69.66
20,476,FACT,EQ,1585198,264048,16.66
20,477,FAIRCHEMOR,EQ,8292,5755,69.40
20,478,FCL,EQ,323476,177400,54.84
20,479,FCONSUMER,EQ,5077106,2026312,39.91
20,480,FDC,EQ,78137,34881,44.64
20,481,FEDERALBNK,EQ,17414101,5166545,29.67
20,482,FEL,EQ,1351735,564689,41.78
20,483,FELDVR,EQ,53874,17582,32.64
20,484,FIEMIND,EQ,91761,35243,38.41
20,485,FILATEX,EQ,1214789,663090,54.58
20,486,FINCABLES,EQ,165240,89073,53.91
20,487,FINEORG,EQ,15733,7145,45.41
20,488,FINPIPE,EQ,166315,51763,31.12
20,489,FLFL,EQ,513218,390101,76.01
20,490,FLUOROCHEM,EQ,33038,18466,55.89
20,491,FMGOETZE,EQ,4874,4060,83.30
20,492,FMNL,EQ,60313,31791,52.71
20,493,FOCUS,SM,3000,3000,100.00
20,494,FORCEMOT,EQ,10541,6004,56.96
20,495,FORTIS,EQ,3856608,1017391,26.38
20,496,FOSECOIND,EQ,1113,931,83.65
20,497,FRETAIL,EQ,3612982,1730065,47.88
20,498,FSC,EQ,121909,63421,52.02
20,499,FSL,EQ,2497122,1014851,40.64
20,500,G5,EQ,2312,2284,98.79
20,501,GABRIEL,EQ,428151,185865,43.41
20,502,GAEL,EQ,229336,110774,48.30
20,503,GAIL,EQ,21345117,6419032,30.07
20,504,GAL,EQ,64072,53579,83.62
20,505,GALAXYSURF,EQ,23796,13123,55.15
20,506,GALLANTT,EQ,12684,5515,43.48
20,507,GALLISPAT,EQ,8438,5510,65.30
20,508,GAMMNINFRA,EQ,2083867,1501714,72.06
20,509,GANDHITUBE,EQ,8192,5680,69.34
20,510,GANECOS,EQ,15424,11499,74.55
20,511,GANESHHOUC,EQ,33917,22300,65.75
20,512,GANGAFORGE,SM,32000,16000,50.00
20,513,GANGESSECU,EQ,921,597,64.82
20,514,GARFIBRES,EQ,32332,27412,84.78
20,515,GATI,EQ,2283331,454156,19.89
20,516,GAYAPROJ,EQ,368430,255522,69.35
20,517,GBGLOBAL,EQ,1497,1127,75.28
20,518,GDL,EQ,112339,64485,57.40
20,519,GEECEE,EQ,6158,3009,48.86
20,520,GEEKAYWIRE,EQ,10527,10094,95.89
20,521,GENCON,EQ,20767,19322,93.04
20,522,GENUSPAPER,EQ,281475,189682,67.39
20,523,GENUSPOWER,EQ,1077982,555187,51.50
20,524,GEOJITFSL,EQ,1704395,931842,54.67
20,525,GEPIL,EQ,86758,49029,56.51
20,526,GESHIP,EQ,243534,134390,55.18
20,527,GET&D,EQ,100844,45955,45.57
20,528,GFLLIMITED,EQ,108991,87928,80.67
20,529,GFSTEELS,EQ,30,30,100.00
20,530,GHCL,EQ,552684,219010,39.63
20,531,GICHSGFIN,EQ,377931,157271,41.61
20,532,GICRE,EQ,679016,323402,47.63
20,533,GILLANDERS,EQ,20082,19047,94.85
20,534,GILLETTE,EQ,3471,2693,77.59
20,535,GINNIFILA,EQ,98284,50435,51.32
20,536,GIPCL,EQ,1651225,475587,28.80
20,537,GIRIRAJ,SM,3600,3600,100.00
20,538,GISOLUTION,EQ,3465,3365,97.11
20,539,GKWLIMITED,EQ,1239,120,9.69
20,540,GLAND,EQ,96338,54081,56.14
20,541,GLAXO,EQ,55952,36758,65.70
20,542,GLENMARK,EQ,2061781,618758,30.01
20,543,GLFL,EQ,40919,36564,89.36
