,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
469, 22-Feb-2021,EICHERMOT,25123,2515.65,998672,45.62
1161, 22-Feb-2021,MOTHERSUMI,23441,216.95,10803924,37.27
684, 22-Feb-2021,HINDALCO,20808,320.99,6482978,14.1
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
1437, 23-Feb-2021,RELIANCE,89978,2034.5,4422097,37.37
230, 23-Feb-2021,BHARTIARTL,72920,571.18,12766223,54.73
730, 23-Feb-2021,ICICIBANK,71572,615.87,11621663,49.38
657, 23-Feb-2021,HDFCBANK,56524,1537.17,3676937,40.32
1802, 23-Feb-2021,TCS,53058,2996.35,1770672,46.2
967, 23-Feb-2021,KOTAKBANK,52425,1896.39,2764191,49.61
1094, 23-Feb-2021,MARUTI,48196,7004.31,688121,43.28
1787, 23-Feb-2021,TATASTEEL,47764,712.93,6697986,17.22
815, 23-Feb-2021,INFY,44987,1270.87,3539785,53.53
1527, 23-Feb-2021,SBIN,42374,395.45,10717389,23.57
36, 23-Feb-2021,ADANIGREEN,40488,1195.09,3387856,62.67
654, 23-Feb-2021,HDFC,39917,2640.44,1511645,50.01
1784, 23-Feb-2021,TATAMOTORS,39520,319.8,12357798,9.27
165, 23-Feb-2021,AXISBANK,36272,723.36,5014217,29.84
686, 23-Feb-2021,HINDUNILVR,32927,2181.63,1509272,73.19
678, 23-Feb-2021,HINDALCO,28095,329.02,8538141,16.85
1494, 23-Feb-2021,SAIL,27515,69.12,39804799,39.7
653, 23-Feb-2021,HCLTECH,24372,916.56,2659120,44.94
1889, 23-Feb-2021,UPL,21829,547.12,3990832,19.12
136, 23-Feb-2021,ASIANPAINT,20195,2352.09,858564,26.28
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
1721, 24-Feb-2021,TCS,68844,2946.07,2336704,61.91
636, 24-Feb-2021,HDFCBANK,51837,1561.95,3318706,46.37
633, 24-Feb-2021,HDFC,45733,2655.41,1722253,58.37
1468, 24-Feb-2021,SBIN,43239,404.08,10700242,27.0
705, 24-Feb-2021,ICICIBANK,42251,627.97,6728252,37.88
1379, 24-Feb-2021,RELIANCE,39967,2048.89,1950596,39.11
1048, 24-Feb-2021,MARUTI,37661,6969.92,540301,44.1
932, 24-Feb-2021,KOTAKBANK,37328,1886.47,1978628,51.78
1705, 24-Feb-2021,TATAMOTORS,34167,324.47,10529353,20.72
786, 24-Feb-2021,INFY,30161,1265.24,2383948,52.54
1708, 24-Feb-2021,TATASTEEL,26053,733.32,3552679,16.39
163, 24-Feb-2021,AXISBANK,24219,733.8,3300528,29.45
1435, 24-Feb-2021,SAIL,24056,72.41,33221539,33.94
177, 24-Feb-2021,BAJFINANCE,23091,5508.93,419118,21.96
779, 24-Feb-2021,INDUSINDBK,22249,1060.85,2097509,30.69
228, 24-Feb-2021,BHARTIARTL,21582,570.87,3780300,43.33
1701, 24-Feb-2021,TATACONSUM,18185,636.57,2857000,27.26
989, 24-Feb-2021,LT,15876,1510.35,1051252,44.16
323, 24-Feb-2021,COALINDIA,15180,142.93,10622039,27.39
136, 24-Feb-2021,ASIANPAINT,14835,2371.78,625474,36.61
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
1446, 25-Feb-2021,RELIANCE,121198,2120.59,5714928,35.53
736, 25-Feb-2021,ICICIBANK,104069,636.34,16354151,42.4
659, 25-Feb-2021,HDFC,89577,2702.59,3314463,69.66
824, 25-Feb-2021,INFY,75220,1283.44,5860547,66.69
662, 25-Feb-2021,HDFCBANK,68082,1620.67,4200723,41.78
1817, 25-Feb-2021,TCS,64578,3000.62,2152055,50.95
1102, 25-Feb-2021,MARUTI,62927,6955.9,904726,51.99
165, 25-Feb-2021,AXISBANK,58862,774.88,7596102,28.52
977, 25-Feb-2021,KOTAKBANK,57828,1919.22,3013320,53.59
1537, 25-Feb-2021,SBIN,44711,410.68,10886628,23.17
1798, 25-Feb-2021,TATAMOTORS,44667,328.91,13578645,21.05
231, 25-Feb-2021,BHARTIARTL,41915,580.68,7219171,45.31
658, 25-Feb-2021,HCLTECH,38005,929.63,4088415,65.57
817, 25-Feb-2021,INDUSINDBK,37101,1106.79,3352500,26.36
138, 25-Feb-2021,ASIANPAINT,32724,2358.24,1387723,48.87
232, 25-Feb-2021,BHEL,30321,46.32,65467056,19.92
692, 25-Feb-2021,HINDUNILVR,29767,2166.03,1374243,65.46
1051, 25-Feb-2021,M&M,29313,857.27,3419427,55.74
256, 25-Feb-2021,BPCL,27961,457.51,6110985,32.49
1040, 25-Feb-2021,LT,25822,1517.25,1701901,53.72
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
229, 26-Feb-2021,BHARTIARTL,667324,559.68,119239949,61.18
730, 26-Feb-2021,ICICIBANK,155203,599.8,25874100,45.12
1464, 26-Feb-2021,RELIANCE,153702,2096.69,7330239,42.38
650, 26-Feb-2021,HDFC,136369,2561.29,5324357,60.7
816, 26-Feb-2021,INFY,115134,1256.57,9161967,60.55
163, 26-Feb-2021,AXISBANK,99858,735.47,13576999,43.37
653, 26-Feb-2021,HDFCBANK,91487,1543.86,5926438,42.46
977, 26-Feb-2021,KOTAKBANK,86824,1803.22,4815191,57.32
1553, 26-Feb-2021,SBIN,84611,393.88,21480283,33.33
1830, 26-Feb-2021,TCS,83429,2916.68,2860279,51.51
810, 26-Feb-2021,INDUSTOWER,67859,259.34,26168156,63.68
1108, 26-Feb-2021,MARUTI,63257,6937.04,911816,33.93
177, 26-Feb-2021,BAJFINANCE,60054,5307.79,1131618,30.47
654, 26-Feb-2021,HDFCLIFE,54751,706.33,7751719,59.07
1054, 26-Feb-2021,M&M,52668,816.75,6448788,53.41
1811, 26-Feb-2021,TATAMOTORS,51263,324.69,15790964,17.18
858, 26-Feb-2021,ITC,49632,205.43,24158667,55.63
38, 26-Feb-2021,ADANIGREEN,48586,1157.14,4198961,63.02
138, 26-Feb-2021,ASIANPAINT,47121,2305.79,2043811,51.95
649, 26-Feb-2021,HCLTECH,46470,914.25,5082547,55.26
,DATE1,SYMBOL,DELIV_LACS,AVG_PRICE,DELIV_QTY,DELIV_PER
229, 26-Feb-2021,BHARTIARTL,667324,559.68,119239949,61.18
730, 26-Feb-2021,ICICIBANK,155203,599.8,25874100,45.12
1464, 26-Feb-2021,RELIANCE,153702,2096.69,7330239,42.38
650, 26-Feb-2021,HDFC,136369,2561.29,5324357,60.7
816, 26-Feb-2021,INFY,115134,1256.57,9161967,60.55
163, 26-Feb-2021,AXISBANK,99858,735.47,13576999,43.37
653, 26-Feb-2021,HDFCBANK,91487,1543.86,5926438,42.46
977, 26-Feb-2021,KOTAKBANK,86824,1803.22,4815191,57.32
1553, 26-Feb-2021,SBIN,84611,393.88,21480283,33.33
1830, 26-Feb-2021,TCS,83429,2916.68,2860279,51.51
810, 26-Feb-2021,INDUSTOWER,67859,259.34,26168156,63.68
1108, 26-Feb-2021,MARUTI,63257,6937.04,911816,33.93
177, 26-Feb-2021,BAJFINANCE,60054,5307.79,1131618,30.47
654, 26-Feb-2021,HDFCLIFE,54751,706.33,7751719,59.07
1054, 26-Feb-2021,M&M,52668,816.75,6448788,53.41
1811, 26-Feb-2021,TATAMOTORS,51263,324.69,15790964,17.18
858, 26-Feb-2021,ITC,49632,205.43,24158667,55.63
38, 26-Feb-2021,ADANIGREEN,48586,1157.14,4198961,63.02
138, 26-Feb-2021,ASIANPAINT,47121,2305.79,2043811,51.95
649, 26-Feb-2021,HCLTECH,46470,914.25,5082547,55.26
